stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.17,3253.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.87,0,0,0,0,0,0,0,0,0,0
  5-6,93.73,2000.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.35,0,0,0,6.17,0,20.9,0,0,0,0,0,0,0,0,0,0
  7-9,3.25,5.63,0,12.07,0,0,0,13.54,0,0,0,0,0,11.88,0,0,0,0,0,0,0,0,0,0,0,146.17,20.41,0,0,89.25,0,0,8.64,0,0,0,0,0,0,0,0,0
 10-12,0,3.88,0,34.4,0,6.18,0,10.92,0,0,0,0,0,18.99,0,0,0,0,0,0,0,0,0,0,0,314.92,11.56,0,0,166.17,0,3.07,0,0,5.88,3.11,8.67,0,0,0,0,0
 14-21,0,0,1.07,4.08,71.8,8.92,0,20,0,0,0,13.66,4.37,0,2.77,0,3.35,0,0,0,23.24,28.28,0,0,27.66,356.45,6.2,2.77,8.59,5.41,0,10.58,0,39.14,4.46,64.09,135,0,0,7.92,0,11.71
 24-34,0,0,0,0,48.62,0.86,0,43.24,0,11.95,3.39,18.34,0.67,1.15,5.37,0,8.7,4,2.43,1.1,55.98,81.27,0,0.89,45.71,784.9,3.91,34.34,28.16,0,0,123.83,0,0.97,7.51,9.59,269.04,0,0,23.59,0,27.21
 36-46,0,0,0.61,0,48.8,0,0,60.52,1.88,3.32,3.16,50.79,3.17,0,1.43,2.77,3.33,2.79,2.13,0,47.54,107.46,0,2.13,14.24,645.51,6.2,25.01,23.43,0,0,183.04,0,0,0,0,245.6,0,0,7.8,0,33.6
 48-58,0.77,0,0.92,0,30.38,1.19,0,282,0.62,6.99,8.24,53.42,1.61,0,0.88,0,1.54,3.71,3.87,1.04,33.76,114.34,1.86,2,33.58,451.55,0.56,16.54,27.69,0,0.56,98.02,0,0,0.62,0,141.6,0,1.28,12.18,0,30.5
 60-70,0,0,0,0,73.18,0,0,1355.93,2.14,8.11,7.28,95.78,0.84,0.63,0,1.75,3.11,12.26,6.95,3.17,15.4,167.08,6.24,5.45,19.24,489.04,5.5,25.59,40.05,0,2.57,93.4,0,0,1.17,0,66.82,1.69,6.08,19.88,0,23.47
 72-82,0,0,0,0,31.22,10.03,0,2492.87,2.36,9.02,13.64,159.37,4.37,0,8.52,0,4.32,12.42,6.33,0,3.61,209.43,2.33,9.49,28.41,722.03,1.84,21.84,65.77,0,2.48,43.54,0,0,0,0,74.15,2.35,6.46,22.98,8.53,26.46
 84-94,0,0,3.99,0,83.39,0,0,1415.34,0,9.9,6.36,170.14,5.6,2.11,1.14,0.65,7.04,29.57,4.79,3.88,21.22,210.96,1.68,11.65,11.02,514.36,1.79,24.65,91.41,0,4.73,166.53,0,0,1.81,0,57.8,16.13,3.74,15.97,5.07,17.95
 96-106,0,0,0.99,1.03,79.49,9.12,0,1525.58,0.8,5.92,5.88,227.56,9.77,0,2.49,4.7,6.19,48.08,24.5,10.44,7.4,150.84,6.48,5.07,19.56,538.93,3.7,22.47,119.82,0,8.34,146.66,4.11,0,4.45,0,53,4.94,5.99,12.77,6.13,18.41
108-118,0,0,0,0,84.17,5.9,2.36,1422.13,0,10.7,5.09,185.29,3.51,0,0,2.97,10.9,70.99,9.77,3.02,5.31,179.21,2.88,17.74,9.7,769.64,2.43,13.75,114.59,0,0,121.24,0,0,5.04,0,19.02,12.96,2.37,17.32,8.81,11.12
120,0,0,0,0,112.06,5.7,0,1087.76,1.06,26.44,5.74,329.62,20.69,0,0,0,11.8,53.45,20.35,4.13,1.64,97.93,19.84,0,2.07,962.8,0,70.29,119.35,0,0,48.24,0,0,7.94,0,81.62,0,13.36,10.28,1.8,7.58
