stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,46.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,93.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,4.7,0,0,0,4.74,0,0,0,0,0,9.05,0,0,0,0,0,0,0,0,0,0,0,95.9,6.92,0,0,18.18,0,0,7.76,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.76,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.82,2.08,0,0,0,0,0,0,0,1.83,1.98,0,0,0,0,0,0,114.5,0,0,99.22,1.75,1.45,0,0,0,0,1.29,0,0,0,0,9.23,0,0,0,0,0,0
 24-34,0,0,5.35,26.66,1.74,0,4.07,0,0,4.45,3.59,0,0,97.66,0,0.77,1.76,0,0,0,1176.12,0,4.87,854.36,160.61,0,0,1.03,0,6.94,0,0,0.93,0,0,1.7,12.37,0,0,6.55,0,0.93
 36-46,0,0,0,14.72,0.71,0,21.08,0,4.2,37.48,5.08,0,0,106.27,11.77,0,21.27,0,0,0,2829.72,0,41.27,753.9,199.69,0,0,0,0,5.08,5.57,0,0,0,3,0,21.56,0,0,8.82,0,0
 48-58,0,0,0,16.77,1.51,0,61.61,0,8.82,72.47,8.21,0,0,45.39,1.1,0,17.31,1.04,0,10.9,2974.73,0,67.33,541.45,299.45,0,0.85,0,0,3.84,1.86,0,0,0,0,0,34.78,0,2.6,4.56,3.38,3.77
 60-70,0.81,0,0,4.83,0,0,68.01,0,6.08,116.73,41.21,0,0,49.81,1.84,0,17.1,0,2.4,0,4800.53,1.27,166.11,399.24,240.98,0,1.17,0,0,24.63,1.16,0,0,0,5.26,0,21.45,0,69.11,4.25,76.74,0
 72-82,0,0,0,39.69,10.42,0,213.86,0.98,10.49,173.52,24.45,3.37,0,44.22,6.58,0,9.11,0,6.97,0,6969.83,0.94,246.81,368.27,351.82,0,2.65,1.32,0,14.64,4.14,0,0,0,0,0,33.6,0,134.35,7.16,286.23,18.88
 84-94,0.62,0,0,44.33,3.54,1.39,316.58,1.23,28.61,118.76,33.07,0,0,36.21,4.84,0,17.88,2.18,5.44,1.05,5967.96,0.69,276.09,327.9,145.52,1.86,0.95,2.36,0,25.05,18.55,0,0,0,0,0,10.06,0,149.03,11.91,327.23,0
 96-106,0,0,0,49.48,12.67,0,220.93,3.93,6.23,82.78,41.34,3.18,0,26.66,3.1,2.57,16.43,0.95,1.14,0,5924.14,0,218.17,238.69,321.7,7.14,0,0,0,58.33,14.57,0,0,5.83,1.77,0,0,2.97,126.88,10.28,274.98,14.06
108-118,3.95,0,0,24.46,15.79,1.65,160.16,0,9.09,95.96,19.69,4.78,0,22.41,3.07,6.21,18.11,1.72,0.57,0,6957.25,0,222.09,196.32,419.14,0,0,0,0,91.2,15.17,0,0,0.67,0,0,10.14,4.02,112.65,5.16,313.19,0
120,0,0,0,31.66,2.92,0,148.14,1.25,0,49.77,57.4,0,0,27.3,6.31,2.21,31.39,5.29,5.51,0,6007.87,0,204.59,119.34,375.36,3.99,11.13,0,0,67.19,0,0,0,0,0,0,16.17,6.94,110,19.37,469.51,0
