stage,epidermis,eye,glial,ionocyte,iridophores,lateral.line,mesenchyme,neural,olfactory
 14-21,0.88,0,0,0,0,0,0,0,0
 24-34,1,0,0,0,0,0,2.05,0,0
 36-46,0,0,0,0,0,0,0,0.64,1.43
 48-58,0,0,0,0,0,0,1,0,0
 60-70,0,8.22,0,0,0,2.21,0.7,5.65,0
 72-82,0,0.94,0.8,0,0,0,0,6.63,3.02
 84-94,0,0,0,0,0.82,0,0,9.12,0
 96-106,0,0,0,0,0,0,0,1.64,0
108-118,0,1.85,0,1.66,0,0,0,5.41,0
120,0,0,0,0,0,0,0,4.46,0
