stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,59.12,1358.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.26,0,0,0,0,0,0,0,0,0,0,0
  5-6,190.43,3083.98,0,10.68,0,0,0,0,0,0,0,0,32.88,0,0,0,0,0,0,0,0,0,0,0,191.43,64.09,0,0,33.59,0,26.23,0,0,0,0,0,0,0,0,0,0,0
  7-9,159.75,239.35,0,241.03,0,0,495.7,0,0,0,0,0,145.06,0,0,0,0,0,0,0,0,0,0,0,4619.13,178.03,0,0,1682.71,0,9.93,9.54,0,0,0,0,0,0,0,0,0,0
 10-12,0,125.86,0,258.27,0,39.93,396.45,0,0,0,0,0,62.75,0,0,0,0,0,0,0,0,0,0,0,3814.18,111.55,0,0,2141.12,0,13.27,29.98,25.22,167.69,0,18.28,3.51,0,0,0,0,0
 14-21,0,1.79,0.82,10.48,148.64,49.66,82.47,0,0,0,42.76,7.29,1.97,5.2,0,3.58,0,0,0,3.69,88.34,0,0,85.51,1357.53,37.9,3.96,8.09,50.03,0,3.3,0,571.07,7.11,11.37,382.64,446.97,0,0,16.39,0,0.91
 24-34,0,0,0,3.62,65.82,11.12,137.93,0,9.46,2.28,44.03,2.89,0,4.51,0.77,2.48,2.91,3.14,2.1,1.55,192.92,0,2.57,95.78,2203.43,13.02,14.78,12.01,0,2.13,9.15,0,0,4.2,11.5,77.38,506.79,0,0,81.71,0,0.6
 36-46,0,0,0,0.63,35.76,1.36,432.3,0,3.3,10.68,189.41,0.56,0,5.26,0.96,0,0.57,3.69,12.9,0.58,268.04,0,3.94,70.72,2273.18,14.94,10.2,8.47,0,0,17.34,0,0,0.56,1.63,0,632.58,0,0.85,66.23,0,1.36
 48-58,0.58,1.29,0,0,13.34,0.45,527.36,0.7,5.38,7.08,224.55,0.49,3.47,6.63,2.81,0.37,6.55,1.83,9.06,1.25,290.98,3.21,8.84,59.86,1211.96,2.57,3.52,13.16,0,0.85,7.01,0.65,0,0.49,0,0,356,0,0,31.47,0,3.44
 60-70,0,0,0,0,25.17,0,701.47,2.9,6.09,15.13,231.49,0.83,1.56,6.61,7.76,1.5,3.43,2.57,0.78,0,328.15,0,11.2,30.87,963.77,1.76,2.42,8.65,0,6.59,7.53,0,0,0,0,0,166.94,0.61,5.41,20.57,0,2.78
 72-82,0,0,0,0,41.36,16.75,512.46,0.75,11.03,16.96,236.57,2.2,0,1.25,3.14,0.93,0,5.52,0,0,371.31,0.92,13.99,42.8,610.88,3.47,4.79,16.85,0,3.19,7,0,0,0,0.55,0,95.02,1.49,18.47,61.88,6.15,3.07
 84-94,0,0,2.22,0,49.6,10.42,447.96,0.67,4.04,10.96,182.19,8.17,0,5.56,7.5,1.56,0,12.45,4.46,15.21,366.1,0,9.9,42.25,647.74,2.61,0,24.65,0,0.77,36.87,0,0,0,0,0,92.63,4.13,11.05,52.1,0,7.52
 96-106,1.12,0,0.61,0,36.25,12.83,332.37,0.89,4.44,6.06,185.74,5.49,0,9.09,7.59,1.17,2.14,10.68,4.34,0,296.38,0,4.28,28.32,447.92,2.1,8.22,18.76,0,8.23,25.64,0,0,0,0,0,28.7,0,6.64,57.18,3.09,5.17
108-118,0.67,0,0,1.06,54.4,1.38,348.79,1.3,9.32,13.43,167.92,4.13,0,4.21,12.6,1.7,9.35,1.7,5.4,0,333.31,3.53,13.2,31.02,577.68,1.88,4.99,17.16,0,5.39,4.76,0,0,0.64,0.41,0,7.09,4.1,3.82,79.49,8.65,7.41
120,0,0,0,0,35.24,23.27,216.6,1.06,17.25,6.76,179.11,0,0,6.1,10.35,2.78,13.88,9.54,0,1.51,285.44,0,27,14.13,486.5,1.37,3.36,7.27,0,10.25,6.85,0,0,0,0,0,64.07,1.99,7.51,58.07,40.15,2.75
