stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,315.63,3603.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.32,0,0,0,0,0,0,0,0,0,0,0
  5-6,218.03,3531.21,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.82,0,0,0,18.63,0,68.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.47,20.18,0,34.28,0,0,0,77.66,0,0,0,0,0,9.48,0,0,0,0,0,0,0,0,0,0,0,457.38,10.32,0,0,181.5,0,0,12.51,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,26.33,0,22.16,0,4.67,0,61.57,0,0,0,0,0,18.43,0,0,0,0,0,3.73,0,0,0,0,0,802.97,24.48,0,0,143.4,0,7.72,3.03,0,25.69,0,0,0,0,0,0,0,0
 14-21,0,0,1.11,12.15,93.83,14.7,0,34.62,0,0,0,6.52,2.58,0,3.07,1.35,3.71,0,0,2.07,0,38.46,0.95,0,33.14,281.19,15.85,2.06,3.98,3.12,0,54.02,0.91,24.35,8.15,9.25,66.08,120.68,0,0,3.64,0,4.47
 24-34,0,0,2.54,2.38,36.98,2.3,0,75.27,0.73,10.05,4.66,17.57,4.42,0,7.11,3.73,25.31,1.14,5.55,5.16,3.74,102.36,2.19,0,56.59,619.27,6.38,6.33,5.48,0,0,155.69,0,0,12.76,1.58,13.79,153.93,0,0,71.84,0,8.55
 36-46,0,0,0.61,0.6,34.42,1.07,0,63.09,9.93,7.18,1.46,40.5,0,0,7,3.08,5,1.91,0,1.21,0,98.34,0,1.46,27.94,412.26,2.69,9.35,3.57,0,2.1,151.13,0,0,8.89,1.12,0.6,128.05,0,0,53.37,0,7.22
 48-58,0,0,0.68,1.75,23.86,3.6,0,154.19,0,2.66,4.5,58.86,4.79,4.11,3.38,20,1.35,3.28,7.26,16.89,18.46,152.02,0.57,3.88,11.8,424.02,7.46,2.54,5.02,0,0.45,95.48,0,0,16.56,0,0,71.75,0,1.27,34.1,0,21.43
 60-70,0,0,0,0,22.65,0.61,0,207.74,0.66,7.78,3.11,69.38,2.76,0,2.19,26.97,1.16,13.65,0,0,3.72,168.79,3.74,2.21,10.56,286.07,2.82,1.33,12.19,0,3.93,75.34,0,0,1.06,2.95,0,56.56,0.84,2.63,32.93,0,37.06
 72-82,0,0,1.38,0,20.8,12.61,0,154.89,6.85,8.25,10.06,83.47,6.89,0,3.66,20.28,6.36,10.98,7.52,8.06,0,250.59,4.37,8.86,19.61,255.17,1.34,6.67,7.08,0,2.97,96.67,0,0,7.8,3.62,0,25.94,2.14,9.07,76.01,5.08,11.53
 84-94,0,0,1.16,0,43.75,19.69,2.35,191.99,0.79,13.29,7.78,78.23,13.57,3.13,7.36,42.6,8.47,19.64,4.83,0.6,8.65,222.21,5.24,23.78,12.82,180.31,0.57,10.92,10.96,0,0.6,166.15,0,0,13.54,0.61,0,20.13,6.13,9.3,46.35,6.31,25.88
 96-106,0,0,1.78,0,34.86,26.96,0.77,160.87,4.72,8.42,9.29,58.09,18.82,0,5.67,30.34,6.7,15.34,3.63,23.74,1.41,223.91,17.13,7.27,24.28,166.32,4.19,6.62,13.34,0,0,195.99,2.06,0,9.92,0,0,8.25,2.02,6.67,94.56,7.43,11.15
108-118,0,0,3.09,0,52.1,6.27,6.43,176.02,5.71,13.06,10.19,95.13,21.03,0,0.99,36.61,11.13,18.21,3.44,9.74,8.07,241.92,7.65,4.07,15.81,205.35,7.31,8.98,17.69,0,4.81,130.57,0,0,5.02,1.44,0,18.88,3.72,16.73,55.21,14.4,12.18
120,0,0,3.01,0,88.84,28.55,1.91,134.7,0,8.12,1.66,121.8,27.38,0,3.24,68.73,13.71,25.54,3.84,0,4.02,243.53,0,12.82,22.14,310.53,9.79,11.62,3.91,0,37.91,140.39,0,0,3.9,0,0,6.36,1.19,3.64,53.41,6.75,4.93
