stage,epidermis,eye,ionocyte,mesenchyme,neural,olfactory,periderm,spinal_cord
 14-21,0,0,0,0,2.1,0,0,0
 24-34,0,0.71,0,1.93,2.85,0.67,0,0.84
 36-46,0,2.03,0.77,0,0,0,0,0
 48-58,0,0.41,0,0,2.46,0,0,2.62
 60-70,0,3.57,0,0,1.86,0,0,0
 72-82,0,10.89,0,0,3.64,0,0,1.1
 84-94,0.69,8.76,0,0,0.92,0,1.13,0
 96-106,0,3.7,0,0,1.34,0,0,0
108-118,0,10.41,3.46,0,1.37,0,0,0
120,0,9.71,0,0,0,0,0,0
