stage,epidermis,erythrocytes,eye,glial,liver,neural,paraxial.mesoderm,vasculature,visceral.smooth.muscle
 10-12,0,0,0,0,0,19.62,3.3,0,0
 14-21,0,21.1,0,0,0,1.24,0,44.21,0
 24-34,0.94,0,0,0,4.01,6.05,0,81.63,0
 36-46,0,8.68,0,0,0,1.36,0,44.88,0
 48-58,0,0,0,1,0,8.55,0,11.47,0
 60-70,0,22.08,0,0,0,5.08,0,11.68,0
 72-82,0,0,0,0,0,0,0,14.16,0
 84-94,0,0,0,0,0,0,0,26.94,0
 96-106,0,0,1.39,0,0,0,0,23.96,1.31
108-118,0,0,0,0,0,0,0,12.21,0
120,0,0,0,0,0,0,0,20.5,0
