stage,epidermis,eye,glial,immune,mesenchyme,muscle,neural,otic,slow.muscle,spinal.cord
 14-21,3.51,0,0,0,4.1,0,0.94,0.81,0,0.82
 36-46,0,0,0,0,0,0,0.71,0,0,0
 48-58,0,0,0,0,3.08,0,0.49,0,0,0
 60-70,0,2.53,0,0,0.67,0,5.05,0,0,0
 72-82,0,2.5,0,0,0,0,0,0,0,0
 84-94,0.88,0,0,0.7,0,0,13.94,0,0,0
 96-106,0,1.25,0,0,2.52,0.57,2.24,0,0,0
108-118,0,0,0.63,0,0,0,0,0,0.49,0
