stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,117.85,2181.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,0,0,0,0,0,0,0,0
  5-6,107.28,1785.8,0,24.05,0,0,0,0,0,0,0,0,0,22.64,0,0,0,0,0,0,0,0,0,0,0,64.78,0,0,0,8.76,0,27.11,0,0,0,0,0,0,0,0,0,0
  7-9,10.56,0,0,20.46,0,0,0,23.55,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,265.79,12.08,0,0,49.05,0,4.49,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.59,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,43.43,0,0,16.68,0,6.1,0,0,0,0,0,0,0
 14-21,0,0,0,1.94,29.18,3.87,0,0,0,0,0,0,2.04,0,0,0,0.88,0,0,0,0,16.86,0,0,8.26,31.99,13.03,0,0,0,0,7.82,0,14.91,2.28,16.84,18.18,0,0,2.47,0,0
 24-34,0,0,2.09,1.51,37.09,1.07,0,7.74,0,1.33,0,2.61,1.02,0.66,4.61,0,0,0.63,3.82,1.43,2.3,59.88,0,0,31.27,89.9,3.13,2.57,3.71,0,0.99,4.21,0,0,3.33,4.6,8.21,0,0,18.66,0,0
 36-46,0,0,0.73,0,35.93,0,0,4.68,0,5.69,4.32,8.98,0,0,4.06,0,1.28,0,6.14,0.89,5.08,83.42,2.66,3.77,29.85,112.34,0,1.52,0.57,0,0,25.25,0,1.05,1.17,0,11.95,0,0,21.76,0,8.5
 48-58,0,0,0.42,0.43,18.46,0,0,7.73,0.58,4.35,6.58,20.37,0.58,0,3.49,0.49,0.66,0.58,3.9,0,18.06,88.46,0.52,0.43,19.71,97.52,0,0.76,0.39,0,0.97,42.3,0,0,0,0,14.53,0,1.03,9.74,0,10.8
 60-70,0,0,0.7,0,19.58,0,0,3.25,0,1.53,8.21,69.93,4.16,1.67,0.76,3.69,0.58,5.9,0,0.87,21.24,118.22,3.24,7.67,11.82,52.12,1.31,3.95,7.01,0,2.4,30.73,0,0,0,0,19.85,0,5.45,5.38,0,6.5
 72-82,0,0,2.15,0,10.9,6.17,0,16.9,0.82,2.96,13.04,62.48,5.53,1.04,0.88,3,2.75,2.06,9.22,0.54,2.25,125.8,3.78,10.14,13.45,35.58,0,0.88,2.81,0,0,62.28,0,0,0,0,5.01,9.1,0,12.76,4.66,1.18
 84-94,0,0,3.32,0,31.4,0,0,19.18,1,23.9,4.71,46.1,6.26,1.38,2.07,7.11,6.11,0.83,6.59,0,10.76,145.96,18.54,5.63,13,54.32,1.13,0,12.58,0,0.57,207.34,0,0,0.58,0,11.78,9.56,5.87,12.52,2.17,24.27
 96-106,0,0,4.64,0,38.02,0,0,26.84,1.64,10.36,1.52,42.95,6.79,1.32,2.07,3.59,6.02,4.91,8.51,1.92,8,134.84,9.24,13.61,7.75,53.9,0,7,7.23,0,2.36,175.79,0,0,0,0,4.23,8.25,0.78,33.45,9.36,1.93
108-118,0,0,3.35,0,61.98,0,1.64,19.1,0,9.25,6.73,61.11,8.7,0,6.53,12.32,3.89,7.5,7.48,6.96,20.21,148.45,15.02,6.66,12.74,29.57,3.16,5.33,3.5,0,10.37,130.87,0,0,4.29,0,0.72,10.3,4.33,12.05,5.88,2.49
120,0,0,9.35,0,69.8,1.9,1.89,11.56,0,15.1,1.6,55.42,16.94,0,0,10.32,12.67,2.75,3.84,12.94,3.39,264.44,7.3,72.4,11.8,62.1,3.91,15.11,6.75,0,6.67,140.62,2.5,0,0,0,11.27,2.56,4.57,42.3,3.93,0
