stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,36.88,584.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.72,0,0,0,0,0,0,0,0,0,0,0
  5-6,41.71,635.79,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,9.86,0,14.39,0,0,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,124.74,0,0,0,23.77,0,12.18,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.03,0,0,0,0,0,0,0,0,0,87.81,0,0,0,0,0,0,0,0,0,0,90.7,21.16,0,0,7.96,0,8.88,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.98,15.62,17.17,0,0,0,0,0,0,0.85,113.59,0,0,3.12,0,0,0,4.46,1.89,0,0.83,9.13,5.79,0,0.81,0,0,176.67,0,0.89,0.91,0,0,9.32,0,0,3.13,0,1.85
 24-34,0,0,0,1.18,39.6,4.33,0,2.6,0,10.18,0,0.83,0.63,58.45,3.3,4.22,13.37,0,0,0,14.36,85.43,0,3.72,77.97,9.49,4.82,10.57,0,0,494.18,0,0,2.31,0,0.61,11.22,0,0,11.2,0,0
 36-46,0,0,0,0,42,0,0,3.99,0,31.48,0.82,2.93,0,23.62,0,1.91,33.84,0,0,12,20.43,131.05,0.89,6.96,208.16,26.14,1.86,14.97,0,0,558.7,0,0,9.11,0,0,8.7,0,0.62,1.11,0.78,0.98
 48-58,0,0,0,0,36.95,0.39,0,13.99,0,24.24,2.95,8.48,6.02,14.62,1.52,2.04,86.05,0,9.09,0,14.27,252.06,1.09,0.79,196.57,16.55,2.21,34.57,0,0,492.95,0,0,0.53,0,0,12.82,0,1.3,2.96,0,0
 60-70,0,0,0,0,55.2,0,0,9.75,0,10.3,1.47,34.87,9.34,2.59,3.56,12.2,37.99,0,5.03,1.41,46.26,260.23,18.94,0,270.12,2.62,1.51,3.15,0,2.4,386.17,0,0,6.57,0,0,14.95,7.16,2.61,9.81,2.08,0
 72-82,0,0,3.48,0.56,65.04,9.97,0,30.59,0,13.69,0,40.59,36.36,6.91,4.5,15.83,33.39,0,11.95,0,80.75,387.73,9.27,0.94,509.59,3.45,3.72,49.11,0,5.82,197.07,0,0,2.39,0,0,34.46,57.79,3.75,13.22,18.34,0
 84-94,0.62,0,3.76,0,98.07,3.13,1.24,40.9,0,28.83,0.75,50.29,94.78,6.79,6.72,24.28,15.74,2.09,7.11,8.17,77.99,459.59,7.53,1.27,290.73,12.03,8.81,48.74,0,0,472.58,0,0,7.05,0.59,0,7.68,240.24,4.6,4.47,33.74,0
 96-106,0,0,0,0,146.46,10.66,0,51.24,1.43,15.4,2.55,60.73,107.09,1.06,7.96,37.38,12.72,0.74,29.86,28.66,91.15,473.62,10.38,7.73,414.97,3.78,14.9,58.3,0,9.48,287.62,0.76,0,3.02,0,0,14.75,392.55,12.34,11.04,13.38,0.8
108-118,0,0,0,0.5,174.84,1.55,4.4,46.4,0,24.41,1.49,40.6,170.98,0,11.39,46.53,37.35,0,28.39,13.92,71.64,631.33,10.72,2.3,367.54,5.63,4.71,25.45,0,12.77,234.61,0,0,6.07,0,0,8.6,521.6,8.97,16.31,13,0
120,0,0,0,0,214.12,23.51,0,79.47,0,27.5,0,60.49,172.32,0,18.12,105.08,23.39,0,23.21,10.52,134.66,484.08,53.78,17.8,1063.15,14.47,4.22,26.4,0,35.67,132.04,0,0,13.15,0,0,29.8,199.74,23.02,34.38,32.5,0
