stage,mesenchyme,neural,paraxial.mesoderm,spinal.cord
 14-21,0.88,1.41,1.14,0
 24-34,1.76,0,0,0
 36-46,1.54,0,0,0
 48-58,0,0.55,0,0
 84-94,0,1.77,0,0
 96-106,0,0,0,3.57
108-118,2.03,0,0,0
120,0,7.21,0,0
