stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.14,377.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.8,26.78,41.01,0,0,0,216.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.47,41.25,0,0,197.82,0,0,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,27.01,63.59,0,0,0,290.34,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,2483.29,70.64,0,0,353.97,0,0,8.7,0,0,0,0,15.96,0,0,0,0,0
 14-21,0,0,0,21.63,1.93,0,31.89,0,0,0,214.51,0.87,0.94,0.81,0,0,0,0,0,0,4.7,0,0,7.26,2452.54,5.73,0.93,32.04,29.32,0,3.28,0,5.27,4.52,0,7.15,977.72,0,0,0,0,0
 24-34,0,0,3.84,8.25,0,0,135.79,0,0.6,0,167.45,0.67,0.74,3.07,0,0,0,0,3.83,0,11.98,0,0,4.32,5030.04,1.45,4.41,5.15,0,0,9.42,0,0,4.2,7.89,5.36,1232.88,0,0,0.77,0,0.69
 36-46,0,0,0,21.5,0,0,463.21,0,2.3,0.95,561.16,0,0,1.9,0,0,0,0.6,0.57,4.29,29.42,0,0.63,5.58,5846.74,0.56,3.55,4.66,0,0,9.25,0,0,0,0,0,1562.08,0,0,1.47,0,0
 48-58,0,0,0,9.81,0,0,557.98,1.75,4.88,0.5,832.04,0,0.48,2.25,0,0,9.27,1.71,0,0,30.23,0,0.92,8.23,3380.26,0.93,1.95,7.74,0,0.47,17.09,0,0,0,0,0,1064.49,0,0,13.56,0,5.8
 60-70,0,0,0,4.78,0.81,0,302,0,0,0,525.54,0,0,0,4.78,0,8.1,3.59,0,0,19.87,0,6.11,3.43,1812.1,0,2.02,2.72,0,0,12.18,0,0,0,1.67,0,399.28,0,0,2.48,0,3.32
 72-82,0,0,0,2.39,14.64,0,194.39,0,0,3.98,582.19,0.72,0,2.4,0.56,0.56,0,2.25,1.52,1.79,52.17,7.26,0,5.62,1353.4,0,1.28,25.26,0,0,1.85,0,0,0,0,0,194.63,4.19,0.5,15.87,1.08,0
 84-94,0,0,0,16.2,9.74,0,133.3,0,2.92,0,356.31,1.49,0,0,0.82,0,0.8,3.92,0,0,20.48,0.98,1.98,0.66,765.5,0,0,22.57,0,0.77,5.1,0,0,2.95,0,0,140.19,0.85,0,6.97,0,0
 96-106,0,0,1.03,8.54,11.13,0.97,104.13,0,0.71,0,359.4,1.72,0,0.96,3.63,0.82,1.05,13.41,0,0,38.69,0,0,3.98,623.64,0,0,41.31,0,0,9.12,0,0,0,0,0,108.21,0,0,5.9,1.31,0
108-118,0,0,0,12.12,0,1.86,88.12,0,2.51,0.6,396.96,0.67,0,0,1.48,0,0,9.26,0,0,30.97,0,0,1.85,838.95,0,7.47,14.11,0,0,6.8,0,0,0,0,0,81.41,7.82,0,1.68,0,2.87
120,2.23,0,0,6.17,17.03,0,52.84,20.57,0,0,520.56,0,0,0,2.88,0,0,10.6,0,0,56.62,0,0,1.01,753.42,0,0,1.52,0,0,0,0,0,0,0,0,49.8,0,6.44,7.59,0,0
