stage,eye,glial,mesenchyme,mural.cell,neural,spinal.cord
 10-12,0,0,0,0,5.91,0
 14-21,0,0,0,0,1.87,1.02
 24-34,0,0,0,0,3.94,1.12
 36-46,0,0,0,0.8,9.16,2.65
 48-58,2.83,0.78,0,0,38.5,4.87
 60-70,13.77,0.74,0,0,34.92,4.33
 72-82,42.21,0,1.55,0,48.4,0
 84-94,39.27,3.55,0,0,18.52,3.76
 96-106,36.83,1.63,0,0,9.53,0
108-118,21.69,0,0,0,0,0
120,12.35,0,2.55,0,20.96,0
