stage,erythrocytes,eye,fast.muscle,glial,mesenchyme,neural,presomitic.mesoderm,spinal.cord
 14-21,0,0,0,0,0,0,0.9,0
 24-34,0,0,0,0,0,0.74,0,0
 36-46,0,0,0,0,0,0,0,0.73
 48-58,0,0,0.58,0,0,0.92,0,0
 60-70,0,1.37,0,0,0,3.74,0,0
 72-82,1.05,0,0,0,0,0,0,0
 84-94,0,1.71,0,8.88,0,0,0,0
 96-106,0,0.81,0,0,0,0,0,0
108-118,0,0,0,0,1.01,1.21,0,0
