stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,223.17,7569.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.09,0,0,0,0,0,0,0,0,0,0,0
  5-6,660.51,9109.7,18.17,0,0,0,0,0,0,0,0,0,48.94,0,0,0,0,0,0,0,0,0,0,0,305.42,33.57,0,0,71.34,0,168.66,0,0,0,0,0,0,0,0,0,0,0
  7-9,219.94,153.53,326.49,0,0,0,520.27,0,0,0,0,0,222.1,0,0,0,0,0,0,0,0,0,0,0,4921.53,242.26,0,0,1727.25,0,33.18,39.98,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,146.77,302.58,0,0,0,325.85,0,0,0,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0,3499.14,205.11,0,0,1517.55,0,12.05,38.91,3.96,138.52,0,0,0,0,0,0,0,0
 14-21,0,0,11.66,152.35,40.89,0,87.36,0,0,0,23.62,7.72,3.37,4.86,0,5.09,0.87,0.93,3.39,0,98.47,0,0,69.73,879.03,36.85,0,12,32.23,0,27.26,1.23,135.5,10.67,10.13,190.96,317.21,0,0,5.65,0,1.76
 24-34,0,0,5.46,79.96,10.33,0,117.82,0,9.26,3.72,38.35,0.63,4.49,3.7,2.21,12.69,0,9.28,3.79,5.81,203.19,1.35,0,87.63,1695.47,21.92,5.36,20.18,0,1.61,60.81,0,6.86,9.25,4.8,43.04,379.78,0,0,73.27,0,4.52
 36-46,0,0,0,28.87,1.22,0,150.67,1.8,3.13,9.47,129.25,3.71,0,19.72,6.98,16.82,1.3,6.77,4.81,3.25,276.11,1.01,4.98,85.6,1288.74,10.56,3.95,16.28,0,0.77,122.36,0,0,15.94,5.5,3.32,311.02,0,1.04,58.86,0,11.35
 48-58,0,0,0,43.75,0,0,92.81,4.87,14.14,19.47,163.14,3.1,9.96,5.56,8.1,7.56,11.73,7.51,3.68,2.91,254.79,3.15,5,39.09,350.08,3.26,3.66,9.25,0,0.9,89.57,0,0,2.01,1.96,0,145.02,0,1.89,27.66,0,14.34
 60-70,0,0,0,47.49,2.45,0,83.13,8.31,14.21,13.83,181.58,3.14,2,8.04,13.85,2.36,1.14,4.89,18.33,1.9,378.2,4.34,3.19,24.27,157.67,5.01,7.42,17.17,0,4.15,48.63,0,0,1.17,0,0,70.3,0,2.26,18.18,2.07,17.94
 72-82,0,0,0.63,40.69,17,0,51.77,2.75,9.95,23.38,151.83,3.64,0.5,9.43,11.36,4.23,5.62,12.56,0.96,2.32,411.51,3.71,14.36,27.63,112.41,9.25,1.63,3.74,0,0,53.1,0,0,2.39,0,0,20.49,1.86,13.89,43.79,2.3,21.24
 84-94,0,0,0,71.1,34.33,1.09,76.14,1.44,12.13,7.71,171.61,6.72,1.9,2.76,16.92,12.69,9.87,12.6,4,30.27,400.81,12.5,17.3,27.66,113.86,3.79,4.17,20.99,0,0.91,142.65,0,0,10.19,0.77,0,24.99,3.88,5.8,63.43,12.29,7.47
 96-106,0,0,0,51.53,39.47,0,77.94,4.02,17.62,11.84,200.16,18.76,0,7.51,15.77,4.57,10.41,5.24,2.18,3.31,310.42,9.42,13.44,33.14,110.99,3.56,4.68,17.29,0,4.57,129.6,0,0,6.45,1.28,0,9.96,3.94,11.61,73.31,6.99,9.27
108-118,0,0,0.61,84.84,27.43,12.62,66.16,0.94,11.49,20.76,196.59,18.14,0,8.81,28.07,14.8,17.88,4.73,4.52,2.8,376.09,11.84,15.67,33.24,155.16,3.97,5.11,14.98,0,12.52,114.11,0,0,4.42,2.49,0,7.24,7.31,9.26,53.6,10.49,15.46
120,0,0,0,120.8,24.51,1.61,65.88,16.6,34.03,15.66,251.17,30.07,0,0,26.75,10.18,6.82,10.58,12.41,1.55,351.76,0,38.82,17.86,137.51,19.94,2.81,22.04,0,0,81.94,0,0,5.99,0,0,4.39,7.69,14.34,117.78,43.61,2.08
