stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,91.29,1630.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,75.49,1896.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.91,0,0,0,27.11,0,53.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.23,38.12,0,56.74,0,0,0,378.43,0,0,0,0,0,38.44,0,0,0,0,0,0,0,0,0,0,0,2087.72,41.83,0,0,522.23,0,0,43.24,0,0,0,0,0,0,0,0,0,0
 10-12,0,112.31,0,238.1,0,12.48,0,353.4,0,0,0,0,0,48.07,0,0,0,0,0,0,0,0,0,0,0,4027.45,140.28,0,0,900.68,0,18.51,5.47,8.72,152.65,0,0,3.28,0,0,0,0,0
 14-21,0,0,4.92,29.95,299.55,75.68,0,189.2,0,0.88,0,29.66,9.8,11.44,3.8,0,7.77,0,0,11.44,6.72,87.99,0,0,67.68,1532.14,42.82,5.63,37.43,31.76,0,19.43,10.62,180.73,23.69,5.5,139.41,403.38,0,0,7.07,0,1.14
 24-34,0,0.83,3.4,19.57,109.3,11.4,0,341.35,1.39,1.57,1.35,59.47,8.16,1.11,7.64,3.82,22.02,8.64,8.04,9.56,12.75,190.36,3.12,0.69,59.86,2428.11,15.91,26.7,49.4,0,0,116.09,2.65,0,12.21,4.93,41.61,455.91,0,0,47.27,0,8.26
 36-46,0,0,1.68,0.56,48.82,0.76,0,383.59,4.64,1.38,3.04,94.8,2.68,0,0.57,21.48,2.46,0.81,1.52,37,7.85,142.83,8.52,23.63,37.23,1479.78,4.04,17.83,46.98,0,0,79.1,2.49,0,16.41,8.97,0.69,321.84,0,0,16.03,0,7.34
 48-58,0.78,0,0.94,1.17,65.78,0.44,0,602.84,10.52,8.62,14.95,264.02,8.32,0,3.61,8.94,24.56,5.57,9.23,25.58,10.1,276.82,4.83,12.41,42.87,1248.71,12.55,9.2,26.25,0,0,170.68,0,0,8.65,12.24,0,285.39,0,0,12.87,0,38.73
 60-70,0,0,1.76,0,53.13,0,0,518.53,4.79,38.26,9.13,201.84,26.47,0,3.25,10.37,4.01,11.23,3.78,11,3.82,285.85,3.53,8.3,19.28,668.6,17.35,4.54,18.64,0,3.15,143.78,0,0,7.53,0,0,75.08,1.44,3.91,22.08,0.61,9.07
 72-82,0,0,7.14,0.64,65.98,10.41,0.5,554.55,1.74,6.95,12.24,226.36,32.46,0,2.74,22.84,8.67,13.89,18.76,13.06,6.27,312.13,4.25,9.07,43.82,596.91,5.05,19.88,36.32,0,5.12,60.43,0,0,9.5,6.1,0,30.29,3.36,10.45,25.02,7.43,33.95
 84-94,0,0,15.03,1.01,73.26,18.19,3.66,363.21,5.91,18,18.95,167.34,49.69,0,1.98,16.78,18.43,8.43,5.14,42.29,2.77,277.11,10.53,12.27,45.12,463.67,4.41,12.95,36.48,0,0.57,198.26,0,0,14.46,2.65,0,21.99,9.54,9.29,26.74,9.21,20.35
 96-106,0,0,9.95,1.03,101.18,51.72,2.25,326.62,13.82,10.42,5.02,208.07,32.16,0,5.1,24.74,14.24,24.21,11.5,24.43,3.1,274.81,5.41,10.35,32.44,410.2,9.95,26.76,30.19,0,5.72,139.34,2.24,0,7.53,1.29,0,10.26,7.79,13.31,39.43,11.3,16.17
108-118,0,0,5.01,1.13,82.39,12.9,12.44,291.76,1.69,14.25,11.54,209.68,31.84,0,2.5,22.16,14.1,6.82,9.15,27.55,0.95,251.92,1.29,7.26,38.59,569.87,3.75,14.47,17.54,0,7.95,139.23,1.7,0,7.15,3.28,0,7.97,10.2,4.66,17.15,12.73,11.54
120,0,0,6.23,0,109.52,58.58,4.37,282.23,2.46,11.61,11.82,229.52,26.74,0,6.92,21.71,12.28,4.44,4.3,24.61,0,296.79,1.59,5.31,51.16,735.61,4.58,23.66,31.61,0,16.7,121.07,0,0,14.11,1.6,0,6.09,5.79,15.46,46.88,8.85,9.34
