stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,21.51,177.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,0,0,0,0,0,0,0,0,0,0
  5-6,7.22,249.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.34,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.04,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,3.77,1.53,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,9.61,0,0,6.61,2.47,0.83,0,0,0,0,0,0,0,0.94,1.48,0,0,0,0,0,0
 24-34,0,0,0,0,8.16,0,0,1.4,0,0,0.71,0.87,0,3.94,0,0,0,0,0,2.62,3.23,9.55,0,0,3.97,10.78,1.24,0,0,0,0,0,0,5.99,0,6.7,2.56,0,0,0,0,2.15
 36-46,0,0,0,0,0,0,0,1.88,0,0,0,1.72,0,0,0.82,0,0,0,0,1.51,9.3,2.29,0,0,0,4.46,0,3.24,0,0,0,0,0.81,0,2.35,0,1.56,0,0,0,0,0.65
 48-58,0,0,0.44,0,7.04,0,0,2.43,0,0,0,2.97,0,3.29,0,1.09,0,0,0,0,1.72,3.44,4.28,0,1.11,19.36,0,4.09,0.42,0,0,0,0,0,0,0,7,0,0,0,0,8.32
 60-70,0,0,0.89,0,0.79,0,0,40.45,3.52,0,0,6.49,2.97,0,0,0,0,0.87,0,1.63,0,18.33,0,0.78,2.14,34.94,0,0.84,2.94,0,1.19,0,0,0,0,0,14.4,0,0,0,0,4.4
 72-82,0,0,0,0,1.63,2.91,0,24.56,0,0,0,48.19,0.99,0.59,0,0,0,2.91,0,6.13,8.69,66.24,0,0.75,4.55,56.98,0,5.98,3.65,0,1.41,0,0,0.49,0,0,22.35,3.84,3.07,1.49,1.45,6.03
 84-94,0,0,1.11,0,1.8,4.49,0,15.23,1.13,0,1.06,50.24,0.93,0,0,0,2.72,0,0,0.57,2.69,43.74,0,0,1.23,43.6,1.46,3.3,0,0,0,0,0,2.51,0,0,30.08,0,0,0,1.38,8.14
 96-106,0,0,1.44,0,10.05,4.06,0,26.49,0,0,0,80.32,3.26,0,1.6,0,1.47,0,0,3.08,1.96,53.11,0,4.43,5.69,39.06,0,5.96,3.83,0,4.02,3.27,0,1.33,0,0,22.21,3.94,4.38,0.99,4.62,2.9
108-118,0,0,2.84,0.49,6.83,1.7,1.18,19.78,2.33,0.42,0,79.86,4.29,0,0,1.01,0,8.53,0.66,1.97,6.4,82.15,1.04,3.22,2.21,60.86,1.52,9.31,8.51,0,3.4,0,0,3.18,0,0,21.79,0,0.9,3.17,4.27,7.66
120,0,0,3.52,0,3.08,8.59,1.14,29.33,0,0,0,85.21,3.08,0,0,0,0,2.63,0,5.02,1.6,64.79,0,0,3.92,68.22,5.66,8.23,36.36,0,0,0,0,0,0,0,5.77,1.81,12.11,0,7.27,4.37
