stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1404.49,13438.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747.88,0,0,0,0,0,0,0,0,0,0
  5-6,2147.5,18853.98,0,65.81,0,0,0,0,0,0,0,0,125.76,0,0,0,0,0,0,0,0,0,0,0,2086.75,156.88,0,0,587.93,0,1289.04,0,0,0,0,0,0,0,0,0,0
  7-9,422.83,499.78,0,373.27,0,0,690.65,0,0,0,0,0,351.62,0,0,0,0,0,0,0,0,0,0,0,11400.82,588.33,0,0,7860.84,0,120.67,13.68,0,12.83,0,0,0,0,0,0,0
 10-12,0,173.37,0,28.61,0,9.23,743.72,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,5162.23,40.36,0,0,1198.35,0,28.97,0,13.87,160.31,0,5.09,0,0,0,0,0
 14-21,2.78,0,0,1,170.21,8.83,33.33,0,0,0,3.62,1.45,3.98,1.07,0,92.27,0,0,0,2.14,31.61,10.26,0,19.24,674.97,14.87,2.23,5.38,41.96,0,227.89,0.91,211.17,1.67,51.68,153.87,0,0,2.89,0,1.85
 24-34,0,0,0,0.63,21.05,1.68,45.51,0,2.63,0,5.78,0,8.61,4.17,0.6,137.55,0,1.36,9.91,0,34.46,22.8,0,8.22,704.71,7.87,15,8,0,0,467.99,0,0.83,0.69,7.1,97.06,0,0,4.77,0,0
 36-46,0,0,0,0,26.41,0,30.86,0,13.19,2.42,5.45,0,0.59,9.15,0,70.5,0.65,2.91,2.27,6.95,24.6,10.97,1.73,4.04,336.48,7.18,8.17,4.3,0,0,776.23,0.81,0,0,0,27.69,0,0,3.54,0,0.66
 48-58,0,0,0,0,23.98,0,73.29,0.66,18.31,3.08,20.8,1.69,27.29,7.93,0,40.93,0,0.79,0,0.39,30.9,11.79,2.09,4.73,190.03,2.07,9.68,4.7,0,2.86,539.25,0,0,0,0,11.34,0,0,1.21,0,4.44
 60-70,0,0,0,0,41.25,0.58,77.3,1.17,34.88,0.76,6.93,1.26,5.7,1.24,0,52.38,0,5.14,7.32,0,25.04,15.86,13.34,1.52,86.41,4.54,1.08,0.59,0,0,586.16,0,0,0,0,7.44,2.18,5.68,2.38,0.85,0.65
 72-82,0,0,0,0,37.2,1.2,29.63,0.53,18.27,0.93,16.64,2.32,1.19,1.91,1.4,65.29,0,5.2,3.49,0,34.62,29.41,12.78,4.45,100.48,0,2.55,0.62,0,13.87,372.63,0,0,0,0,19.46,18.51,0,0.73,19.35,1.79
 84-94,0,0,0,0,84.24,0,22.19,0,48.51,0,14.5,9.43,7.78,1.8,2.6,95.23,0.57,0.78,0,0,13.77,27.66,19.84,1.43,88.04,0,1.57,2.85,0,5.26,1067.07,0,0,0.66,0,1.03,38.14,0.56,0,14.45,1.56
 96-106,0,0,2.76,0,119.45,2.44,20.41,0,45.19,0,12.74,15.21,0,3.77,5.16,90.22,3.02,5.55,0.59,0,26.55,51.16,9.59,3.23,93.01,6.31,4.44,12.19,0,29.92,1275.08,0,0,1.12,0,2.94,21.99,2.1,0,54.93,0
108-118,0,0,0,0,124.99,0.94,30.84,0,63.78,3.23,3.1,28.14,0,1.76,2.27,96.48,0,14.33,2.22,0,24.34,39.11,22.1,1.65,110.08,0.77,1.2,3.05,0,16.77,841.14,0,0,0,0,0,39.09,1.68,4.68,101.11,1.67
120,0,0,0,0,72.55,0,19.89,0,81.83,0,4.23,21.18,0,0,2.45,42.96,0,11.22,3.42,0,4.6,42.14,2.4,1.32,50.83,0,0,1.84,0,12.17,448.43,0,0,0,0,0,21.55,0,0,87.77,0
