stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.79,0,0,0,0,0,198.54,0,0,0,0,0,10.16,0,0,0,0,0,0,0,0,0,0,0,146.67,6.29,0,0,30.84,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,39.96,0,50.15,0,0,0,761.76,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3.87,2143.54,19.64,0,0,337.51,0,4.05,0,0,77.01,0,5.05,16.92,0,0,0,0,0
 14-21,0,0,7.81,24.14,9.6,0,34.68,0,33.65,0,17.75,12.04,0,9.75,0,0,0,2.51,0,0,53.75,0,0,110.4,1841.93,1.95,1.69,19.76,11.11,0,16.02,0,54.72,7.89,13.27,200.22,877.16,0,0,0.82,0,0
 24-34,0,1.69,14.96,18.81,0,0,17.76,0,95.55,4.3,41.17,5.14,0,21.11,0,0.62,0.7,0.86,1.04,0,167.06,0,1.66,46.91,2319.2,0.7,4.16,13.7,0,1.14,100.99,0,1.24,0.84,0.62,51.89,581.39,0,0,47.36,0,0
 36-46,0,0.73,0,26.48,0,0,20.9,0,46.66,5.11,163.19,2.21,0,20.84,0,0,0,2.85,0,0,291.51,0.58,6.61,39.7,1839.59,0,2.44,16.98,0,19.97,274.38,0,0,0,0,0,387.83,0,1.04,37.17,0,0.67
 48-58,0,0.46,1.13,29.78,0,0,95.25,0.48,23.75,18.31,255.49,7.71,0.75,17.07,0.58,0,0,6,0.55,0.74,420.25,0.4,16.01,18.59,1095.65,0,7.94,24.89,0,2.39,259.76,0,0,0.53,0,0,359.82,0,4.34,31.73,0,7.69
 60-70,0,0.57,0,53.4,0.7,0,205.22,3.43,65.66,11.6,239.3,12.41,0,32.56,1.88,0.6,0,2.96,0.81,0,470.03,0,14.24,18.64,636.75,0,5.57,20.51,0,11.87,178.84,0,0,0,0.76,0,132.42,1.21,2.34,6.56,12.22,0
 72-82,0,1.9,0,34.85,0,0,206.42,1.78,9.04,8.71,234.05,22.66,0.52,2.84,6.4,1.02,0,6.44,6.01,0,606.17,0,43.03,24.64,496.5,0,18.43,36.42,0,13.24,46.76,0,0,0,0,0,45.65,3.28,10.29,19.97,70.49,6.4
 84-94,0,3.91,0,41.78,12.96,0,190.39,1.58,28.25,5.79,168.98,25.79,0,12.15,5.53,3.82,0,6.63,0,0,506.62,0,42.2,22.91,325.91,0,28.54,50.17,0,13.46,162.4,0,0,1.38,0,0,55.83,5.77,13.69,18.84,26.26,0
 96-106,0,0,0,48.64,0.69,4.85,106.32,5.27,35.35,7.25,257.97,27.07,0,5.19,10.16,1.66,0,9.05,8.9,0,372.12,3.99,13.72,12.15,371.83,0,13.22,29.49,0,18.65,134.2,3.39,0,0.68,0,0,11.64,8.43,9.12,11.86,71.44,0
108-118,0,2.28,0,56.95,4.4,0,122.83,0.98,65.13,7.92,241.59,38.19,0,5.49,15.3,1.74,0,7.93,3.97,0,445.47,11.86,23.7,35.28,318.92,0.45,10.71,36.46,0,19.74,100.1,0,0,4.33,0,0,23.54,5.07,9.29,21.67,41.62,0
120,0,5.88,0,86.31,3.93,0,226.67,0,33.3,12.96,603.82,23.92,0,9.87,25.39,7.02,0,17.6,0,0,510.5,5.08,14.46,34.28,463.47,1.87,30.65,58.18,0,14.41,43.71,0,0,0,0,0,2.31,9.53,12.17,34.5,76.77,0
