stage,endoderm,eye,glial,gut,melanocytes,mesenchyme,muscle,neural,otic,spinal.cord,vasculature,visceral.smooth.muscle
 24-34,0.7,0,0,0,0,0,0.68,11.86,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0.97,0,0,0
 48-58,0,0,1.72,0,0.53,1.38,0.41,13.62,0,0.47,0,0
 60-70,0,0,1.92,0,0,0,0,1.62,0,0,0,0
 72-82,0,2.15,1.67,0.49,0,7.8,0,4.81,0,0,0,0
 84-94,0,1.15,0,0,0,5.97,0,0,0,0,0,0.96
 96-106,0,0,1.12,0.79,0,3.79,0,0,0,0,0,0
108-118,0,0,0,0,0.58,1.56,0.68,3.61,0,0,0,0
120,0,4.28,0,0,0,0,0,5.14,0,0,1.66,0
