stage,axial,blastomeres,epidermis,mesenchyme,muscle,neural,otic,paraxial.mesoderm,spinal.cord,visceral.smooth.muscle
  3-4,0,1011.55,0,0,0,0,0,0,0,0
  5-6,15.12,159.66,0,0,0,51.52,0,0,0,0
  7-9,5.17,0,0,0,0,28.63,0,6.38,0,0
 14-21,0,0,0,0,0,0,0,0,3.01,0
 24-34,0,0,1.32,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,1.04,0,0,0,0
 48-58,0,0,0,0,0,0.44,2.13,0,0,0
 72-82,0,0,0,0,0,6.03,0,0,0,0
 96-106,0,0,0,0,3.53,0,0,0,0,0
108-118,0,0,0,2.12,0,0,0,0,1.76,0
120,0,0,0,0,0,15.53,0,0,0,11.83
