stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,3.27,8.69,31.67,377.05,87.7,0,185.78,0,1.01,0,65.89,24.12,27.98,3.78,0.81,8.41,0,0.92,2.21,5.38,187.53,0.95,0,165.99,2721.24,90.95,21.24,33.23,102.79,0,36.94,19.37,386.18,35.86,32.08,400.67,901.03,0,0,24.19,0,0.94
 24-34,0,4.66,9.34,122.97,14.23,0,350.41,0,12.37,11.28,109.94,4.32,1.82,4.75,5.09,13.92,4.78,9.65,9.1,11.99,310.9,5.55,1.39,122.58,5639.91,17.07,69.9,48.17,0,0,117.98,0,6.11,13.72,5.81,68.87,1097.37,0,0,63.16,0,17.52
 36-46,0,0.73,0,55.4,3.48,0,905.87,3.09,1.63,13.35,219.13,4.09,3.21,9.45,3.89,10.09,4.27,4.62,9.34,22.48,340.15,1.26,5.5,95.44,7468.44,14.96,49.26,29.57,0,0,77.87,2.14,14.68,10.98,14.67,0,1399.09,0,0.85,41.74,0,16.06
 48-58,0,0,0,85.29,5.15,0,1772.35,7.45,12.23,17.31,333.3,5.78,3.11,9.35,4.53,0.88,4.12,6.75,1.68,10.49,419.87,5.87,16.33,71.3,7114.8,18.93,36.35,19.68,0,2.85,62.31,1.12,0,10.99,5.85,0,1270.29,0,1.92,46.89,0,45.98
 60-70,0,1.25,0,65.3,11.44,0,2485.21,1.76,23.39,10.15,241.97,7.8,0.66,0.77,16.77,17.19,3.51,5.7,0.72,4.77,404.46,1.74,16.91,61.64,5787.18,10.45,31.66,14.56,0,1.57,41.08,0,0,7.77,0.86,0,839.82,1.38,20.7,27.15,3.04,35.44
 72-82,0,5.02,0.56,60.32,53.2,0.76,2070.49,3.72,17.55,32.72,226.41,6.56,0.59,8.26,17.52,4.62,3.13,7.19,1.37,2.82,603.72,11.07,23.39,46.35,3663.55,0.53,28.92,40.03,0,14.34,42.93,0.85,0,2.74,0,0,486.78,5.08,8.41,42.9,22.52,36.11
 84-94,0,7.47,1,116.03,79.02,2.19,1438.5,2.14,10.43,14.96,186.42,11.98,0,7.57,19.96,13.19,12.55,11.99,0,16.9,499.97,2.77,29.48,51.2,2460.85,15.39,20.66,19.36,0,4.92,168.65,0,0,5.5,0.73,0,361.78,12.61,18.79,48.83,4.96,23.05
 96-106,0,5.98,0.59,115.45,142.82,3.81,1313.62,5.93,21.55,22.31,243.21,26,0,6.72,36.35,23.22,16.6,23.05,6.91,5.65,544.04,7.48,18.4,50.08,2090.19,6.59,45.16,38.43,0,9.55,163.89,3.82,0,5.67,0.68,0,134.57,17.4,28.36,82.01,22.94,4.43
108-118,0,8.66,0.5,123.28,87.34,7.81,1237.61,2.7,17.26,25.7,233.85,25.38,0,4.57,36.91,13.17,19.77,12.99,2.97,7.51,498.89,14.12,24.33,41.05,3150.7,12.91,38.2,50.77,0,21.27,124.04,0.42,0,3.51,1.32,0,143.26,20.45,12.97,55.7,20.22,25.72
120,0,1.43,0,177.34,79.6,3.26,1073.66,17.28,15.73,9.72,308.59,21.6,0,6.11,97.49,16.93,4.8,6.6,4.58,1.45,660.02,5.65,30.79,53.56,2891.64,12.91,45.9,45.02,0,22.83,110.64,0,0,10.45,0,0,100.27,7,1.95,63.22,22.97,13.98
