stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,181.24,5582.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.93,0,0,0,0,0,0,0,0,0,0,0
  5-6,166.08,3308.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.39,0,0,0,9.09,0,44.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.14,18.8,0,15.83,0,0,0,45.53,0,0,0,0,29.49,0,0,0,0,0,0,0,0,0,0,0,363.84,6.54,0,0,118.08,0,0,12.28,0,0,0,0,0,0,0,0,0,0
 10-12,0,47.62,0,19.22,0,8.31,0,20.82,0,0,0,0,23.72,0,0,0,0,0,0,0,0,0,0,0,632.59,18.98,0,0,199.71,0,0,13.31,0,17.66,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.2,42.21,10.02,0,19.3,0,0,8.24,0,0,0,2.27,1.11,0,0,0,0,17.74,0,0,9.35,417.53,33.23,6.41,1.39,2.59,0,4.02,0,31.21,7.75,20.63,35.59,80.54,0,0,0.9,0,1.35
 24-34,0,0,0,1.42,16.05,3.35,0,85.49,0.61,0,25.15,0,0,0.62,4.28,1.94,0.7,0,0.69,0,62.34,0,0,22.93,753.69,1.29,12.82,6.32,0,0,12.15,0.98,0.97,1.32,0,5.62,126.29,0,0,30.77,0,8.66
 36-46,0,0,0,0,13.36,1.27,0,148.22,0,1.97,20.31,0.72,0,0,1.92,0,0,0,0,0,47.77,0,0,13.55,610.73,0.57,8.08,7.89,0,0,4.69,0,1.05,1.04,1.49,0,74.89,0,0,6.12,0,0
 48-58,0,0,0,0,2.92,0,0,194.78,0.8,0.42,27.39,3.21,0,2.23,2.96,0,0,0.9,0,0.86,42.9,0,0.4,8.53,301.2,1.78,1.82,2.06,0,0,3.48,0,0,0,0,0,39.07,0,0,11.19,0,3.85
 60-70,0,0,0,0,3.59,0,0,113.57,0,2.96,37.94,0.63,0,0,1.44,0,0,0,0.78,0,43.75,0,0,3.04,207.72,2.74,7.1,1.32,0,0,1.56,0,0,0,0,0,26.89,0,0,0.89,0,0
 72-82,0,0,0,0,7.28,0,0,54.58,0,1.65,19.11,0,0,0.64,0,0.63,0.72,0.61,0,0,47.38,0,7.06,11.99,181.87,1.43,3.14,0.61,0,1.54,0,0,0,0,0,0,10.78,0,0.5,3.22,1.61,3.18
 84-94,0,0,1.2,0,6.5,0,0,45.84,0.84,0.94,29.36,0.66,0,1.45,2.69,0.76,0.96,0.56,1.92,1.11,39.56,0,1.92,12.89,116.84,1.41,4.3,5.68,0,0,4.52,0,0,0,0,0,12.07,0,1.11,5.92,0,0
 96-106,0,0,0,0,3.6,0,3.15,37.26,0,0,17.04,1.84,0,0,3.64,0,3.02,0.77,0,0,26.08,0,0,4.87,102.15,0,1.81,0,0,0,8.06,0,0,0.67,0,0,8.41,0,5.04,3.25,1.12,0
108-118,0,0,0,0,4,0,0.44,54.7,1.07,1.24,24.51,0.48,0,0,3.95,0.81,0.83,3.56,2.5,0,48.64,0.54,0,5.74,130.35,0.41,0,3.84,0,0.76,3.71,0,0,0.42,1.02,0,3.3,3.97,0.43,3.65,0,0
120,0,0,0,0,4.58,3.97,0,47.8,0,8.35,36.38,0,0,0,7.78,1.45,1.58,0,0,0,36.61,0,0,7.83,226.77,0,0,0,0,0,1.7,2.5,0,0,0,0,2.04,0,0,7.22,0,0
