stage,blastomeres,epidermis,fin_mesenchyme,mesenchyme,muscle,neural,notochord,olfactory,spinal_cord
  5-6,19.21,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,6.6,0,0,0
 24-34,0,0,0,0,1.28,1.85,1.43,0,0
 36-46,0,0,0,0.59,0,0,0,0,0.7
 48-58,0,0,1.48,0,0,2.05,0,0,1.09
 60-70,0,0,0,0,0,7.35,0,0,0
 72-82,0,0.62,0,0,0,1.17,0,0,0
 96-106,0,0,0,0,0,3.72,0,0,0
108-118,0,0,0,0,0,10.08,0,2.34,0
120,0,0,0,0,5.73,0,0,0,0
