stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,73.31,541.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.25,0,0,0,0,0,0,0,0,0,0
  5-6,55.26,1295.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79,17.23,0,0,7.9,0,338.49,0,0,0,0,0,0,0,0,0,0
  7-9,55.89,38.88,0,34.84,0,0,0,86.46,0,0,0,0,0,72.97,0,0,0,0,0,0,0,0,0,0,0,720.57,35.21,0,0,266.06,0,23.36,5.5,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,106.13,0,0,0,68.05,0,0,0,0,0,47.71,0,0,0,0,0,5.32,0,0,0,0,0,583.23,39.94,0,0,159.37,0,4.8,0,0,40.8,0,0,0,0,0,0,0
 14-21,0,0,3.63,15.71,158.67,16.01,0,4.29,0,1.17,0,4.68,3.53,10.37,0,1.11,17.89,0,0,2.94,0,17.01,0.86,0,10.16,68.09,19.41,6.71,8.06,4.42,0,379.11,0,9.68,6.57,5.11,39.21,0,0,0.81,0,0
 24-34,0,0,1.97,2.79,50.42,1.59,0,17.99,0,8.27,0.84,2.73,2.77,1.91,0,3.44,31.61,0,8.11,4.91,0,17.91,16.53,0,12.37,242.35,9.19,19.11,2.91,0,0,657.27,0,0.71,11.77,1.6,68.27,0,0,12.27,0,0.86
 36-46,0,0,0.73,0,101.33,0.67,0,8.67,1.68,24.22,1.46,14.14,3.69,0,1.06,23.73,15.6,0,2.09,0,0,28.35,17.57,0,5.35,278.29,14.96,16,17.27,0,0,782.33,0,0,7.42,0,50.29,0,0,7.83,0,1.86
 48-58,0,0,0,0,74.43,3.57,0,37.13,0,26.24,3.07,16.79,2.69,7.67,2.06,23,3.41,0,2.11,2.5,0.8,31.81,11.33,1.87,2.87,134.83,9.56,6.19,1.91,0,0,355.45,0,0,1.16,0,29.99,0,0,8.94,0,2.05
 60-70,0,0,3.72,0,110.04,1.18,0,131.35,0,55.2,2.05,23.95,16.14,1.21,0.75,17.11,32.43,1.2,8.99,15.47,0,31.86,25.33,0,9.17,173.71,0,13.6,2.68,0,1.13,385.42,0,0,7.79,0,30.94,5.45,2.5,9.52,0,1.62
 72-82,0,0,4.87,0.56,94.93,33.21,1.72,111.58,7.1,26.05,3.01,19.41,21.92,2.11,0.74,24.05,21.89,0,12.94,1.08,0,88.84,10.76,2.54,6.98,170.79,0,6.26,3.02,0,0.71,232.44,0,0,3.31,0,12.82,11.08,2.57,7.73,0.76,2.08
 84-94,0,0,9.51,0,135.46,22.58,5.44,45.58,0,38.22,1.45,5,50.93,1.85,0,20.06,31.83,2.72,13.47,8.89,2.53,46.04,25.5,1.32,0,141.27,0,22.67,10.08,0,0.6,516.55,0,0,6.61,0,17.78,17.56,0,5.32,0,0
 96-106,0,0,4.27,0,151.12,35.55,8.15,79.48,0.62,31.3,0,43.08,104.43,0,0,23.78,24.27,0.66,9.4,11.7,0,64.02,54.16,6.46,6.18,124.19,1.23,7.42,3.71,0,3.42,666.83,0,0,3.95,0,7.96,31.31,4.57,11.72,0.64,13.01
108-118,0,0,3.94,0.59,238.55,23.03,52.51,76.9,0,61.28,6.28,24.67,142.13,0,0,42.45,33.57,3.14,11.71,15.61,1.43,69.1,33.66,1.41,1.61,210.89,0.43,5.48,11.58,0,3,530.47,0,0,7.23,0,2.14,66.22,3.34,9.73,2.47,10.41
120,0,0,9.78,0,391.07,7.11,6.97,108.29,5.49,73.57,0,26.23,123.98,0,0,81.9,37.38,0,19.07,55.01,1.45,63.38,56.95,11.74,9.19,203.8,0,10.17,16.86,0,0,564.69,0,0,4.58,0,16.47,16.18,2.09,15.26,1.93,3.64
