stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1078.8,18716.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.39,0,0,0,0,0,0,0,0,0,0,0
  5-6,992.89,13860.66,0,38.22,0,0,0,0,0,0,0,0,26.54,0,0,0,0,0,0,0,0,0,0,0,390.4,15.73,0,0,158.58,0,206.03,0,0,0,0,0,0,0,0,0,0,0
  7-9,182.87,375.52,0,745.26,0,0,0,1105.65,0,0,0,0,304.27,0,0,0,0,0,0,0,0,0,0,0,8977.32,169.18,0,0,2799.07,0,0,111.57,0,0,0,0,0,0,0,0,0,0
 10-12,8.69,210.65,0,429.02,0,38.93,0,597.18,0,0,0,0,102.88,0,0,0,0,0,0,0,0,0,0,0,6640.62,174.09,0,0,2354.8,0,0,26.62,10.67,372.95,0,4.89,12.49,0,0,0,0,0
 14-21,0,1.83,0,60.11,661.03,345.39,0,506.97,0,0,127.26,16.88,2.26,3.51,1.23,29.62,0.96,2.52,3.51,0,442.36,0,0,291.01,6773.87,203.14,31.06,88.43,218.27,0,90.5,8.17,733.79,29.97,6.49,676.9,1948.9,0,0,28.03,0,0
 24-34,0,0,0,14.98,163.14,122.42,0,1245.04,6.05,5.25,123.21,8.28,14.79,7.87,16.17,20.06,9.63,9.97,17.07,5.71,630.25,4.51,4.1,219.16,7228.32,39.01,69.98,81.51,1,0,127.07,0,6.09,3.07,2.21,43.86,1516.38,0,0,136.42,0,13.47
 36-46,0,0,0,2.95,81.85,42.27,0,1940.38,11.05,3.45,137.76,5.48,0,5.02,7.88,4.15,7.5,6.17,11.7,0,420.5,0,10.99,117.99,3956.1,13.22,36.04,35.12,0,0,109.72,1.61,2.11,11.4,0.62,0,840.95,0,0,52.23,0,20.25
 48-58,1.54,0,0,0,84.85,18.11,0,2287.68,6.59,9.78,223.8,9.22,0,14.12,9.5,1.56,12.01,7.26,5.96,1.35,466.4,0.42,24.18,104.81,1985.11,14.82,9.98,22.99,0,0,47.92,0,3.76,2.65,1.07,0,257.19,0,0,36.25,0,14.99
 60-70,0,0,0,0,68.05,9.7,0,1229.64,7.63,8.18,159.07,18.92,0,1.43,18.57,6.51,13.77,5.98,5.03,0,306.31,0.85,30.53,87.35,988.25,0.58,5.12,11.38,0,0,12.37,0,0,0.73,0,0,48.75,3.21,0,25.51,0,9.62
 72-82,0,0,0.6,0,50.26,17.17,0,463.97,2.02,10.54,148.74,14.97,0,2.46,11.78,9.01,6.21,4.88,3.46,1.18,324.72,0.56,19.66,52.69,606.31,8.89,6.31,14.36,0,6.88,10.14,0,0,1.5,0,0,27.22,1.74,1.61,25.71,2.5,11.88
 84-94,0,0,0,1.01,90.11,21.39,2.11,463.64,2.78,18.56,124.75,28.9,0,1.59,14.5,4.07,3.63,8.73,7.21,0,289.51,0.78,15.14,73.44,625.62,9.7,8.26,17.61,0,1.01,35.03,0,0,2.48,0,0,24.11,4.27,4.12,39.21,2.65,0
 96-106,0,0,1.27,0,67.35,24.05,0.94,387.49,0.59,1.34,127.41,17.91,0,4.63,30.4,5.02,3.48,9.01,20.61,1.05,161.8,3.71,7.34,35.81,475.25,3.42,14.03,25.01,0,10.56,19.06,0,0,10.77,0,0,2.91,2.81,2.35,32.66,6.12,0
108-118,0,0,0,0.44,61.64,29.86,0.42,352.96,1.88,6.61,153.58,15.41,0,1.34,35.88,5.38,16.06,4.44,7.87,0.46,198.45,0.42,8.25,46.7,738.43,0.56,13.47,9.4,0,1.02,24.8,0,0,0.45,0,0,9.01,2.77,1.67,39.51,1.07,1.55
120,0,0,0,0,48.43,42.48,0,339.88,2.14,4.27,235.62,11.34,0,3.08,42.33,2.56,1.59,5.39,8.19,0,165.83,0,2.76,48.31,698.41,3.56,2.9,19.54,0,0,23.63,0,0,1.42,1.6,0,6.93,0,0,24.59,0,13.79
