stage,blastomeres,eye,fin_mesenchyme,glial,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,45.36,0,0,0,0,0,0,27.64,0
  7-9,0,11.99,0,0,0,27.14,10.42,0,0
 10-12,0,0,0,0,0,44.86,8.87,0,0
 14-21,0,0,0,0,0,1.12,0,0,0
 24-34,0,0,1.24,0,0.85,4.22,0,0,0
 36-46,0,1.46,0,0.73,0,1.33,0,0,0
 48-58,0,0.44,0,0,0,0,0,0,1.85
 60-70,0,0,0,0,0,2.61,0,0,0
 72-82,0,0,0,0,0.55,0,0,0,0
