stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,0,12.98,4,0,5.97,0,1,0,0.83,2.89,0,0,0,0,0,0,0,0,6.02,0,0,2.74,60.36,16.78,0,0.8,2.91,0,3.38,0,24.42,0,0,10.31,20.69,0,0,0,0,0
 24-34,0,0.75,0,6.8,0,0,25.48,0,0,3.61,8.63,5.27,3.26,2,0,1.55,0,0,0.92,1.34,15.41,0.86,0,10.72,370.97,547.7,2.69,0.61,0,0,4.43,0.86,0,0,0,14.55,65.45,0,0,2.07,0,0
 36-46,0,0,0,14.66,0,0,76.42,1.33,1.05,6.8,197.75,3.09,0,0.6,0.56,0.56,0,0.77,18.46,0,35.85,0.56,0.74,11.26,530.1,972.95,2.76,0.8,0,0,34.9,0,0,3.4,3.95,0,177.05,0,0,3.4,0,3.96
 48-58,0,0,0,10.29,1.92,0,204.67,2.19,0,3.03,627.57,0.68,0,0.4,0,0,5.63,0.93,14.47,0.39,48.79,0,0.52,13.29,334,795.6,1.75,0.78,0,0,16.71,0,0,0,0,0,160.57,0,0,0.52,0,0.54
 60-70,3.32,0,0,4.9,0,0,391.81,0.81,8.99,5.19,1371.42,0.63,0,0,4.06,0,4.32,6.39,16.11,10.3,73.78,0.58,0.76,6.18,209.39,617.09,0.96,7.79,0,2.16,11.38,0,0,7.39,0,0,84.84,0,0,3.33,0,1.56
 72-82,0,0,0.56,4.75,6.31,0,332.37,0,0.51,12.84,1313.6,1.2,1.23,1.35,1.16,1.73,2.81,3.69,68.57,0,161.54,6.76,10.09,14.93,188.93,347.11,1.44,8.56,0,0,2.97,0,0,0,0,0,42.53,0,0.54,5.1,6.04,0
 84-94,0.62,0,0,19.68,10.51,3.87,242.04,0,0,2.22,976.22,2.03,1.22,0,5.5,0.56,0.75,1.63,247.5,0,113.82,0,6.33,11.27,155.79,605.45,0.56,25.96,0,0,7.76,0,0,0,0,0,35.3,1.17,2.87,17.99,11.12,0
 96-106,1.12,0,0,26.3,7.93,6.36,224,1.72,3.49,12.23,1098.33,3.21,0,0,1.33,2.04,1.76,1.41,228.09,7.73,108.6,2.79,1.94,11.4,165.16,403.9,19.2,35.99,0,1.44,15.63,0,0,0,0,0,54.27,0.56,3.39,0.68,20.93,0
108-118,3.92,5.29,0,11.21,4.72,49.05,132.5,1.03,2.39,5.91,881.61,4.4,0,0,2.19,0.54,2.75,6.15,279.78,0.51,116.82,1.46,3.16,10.89,185.74,471.12,0.79,33.66,0,0,14.21,0,0,0,0,0,27.33,1.43,0,3.69,10.38,1.89
120,11.36,0,0,47.83,7.18,32.48,294.23,0,0,8.62,1207.04,17.67,0,2.09,10.8,2.19,0,0,105.25,0,167.36,0,2.18,15.26,243.67,599.53,4.24,55.12,0,0,16.09,0,0,1.74,0,0,41.62,0,5.83,2.42,15.18,0
