stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,195.09,2376.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.01,0,0,0,0,0,0,0,0,0,0,0
  5-6,82.5,1386.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.69,0,0,0,13.43,30.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.71,12.09,0,37.05,0,0,0,63.5,0,0,0,0,0,50.18,0,0,0,0,0,0,0,0,0,0,0,434.8,36.66,0,0,152.11,0,16.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.27,0,26,0,0,0,50.82,0,0,0,0,0,17.01,0,0,0,0,0,0,0,0,0,0,0,396.66,13.77,0,0,134.71,0,13.12,0,22.66,0,0,0,0,0,0,0,0
 14-21,0,0,0,5.19,15.8,13.35,0,11.17,0,0,0,3.2,1.45,0.85,1.5,0,0.83,0,0,0,0,13.31,0,0,9.17,170.7,3.09,6.43,1.97,3.63,45.3,0.91,11.58,2.85,0.8,15.39,58.29,0,0,4.36,0,0
 24-34,0,0,0,2.55,22.66,0,0,52.86,0,0,0.76,9,0,0,2.88,0.88,2.81,0,0,0,1.37,36.18,0.81,0,17.04,581.85,1.74,11.23,3.33,0,87.73,0,0,0.7,0,3.07,144.28,0,0,35.48,0,0.89
 36-46,0,0,0,0,2.34,0,0,98.16,0,4.59,3.57,18.46,0,0,0,0,0,1.73,0.6,0,1.88,30.49,0,1.47,5.88,635.25,0,5.12,0.83,0,103.31,0.81,0,0,0,0,157.87,0,0,10.85,0,1.94
 48-58,0,0,0,0,18.39,0,0,235.7,0,0.62,1.45,46.15,0.41,0,1.84,4.73,2.27,0.5,1.26,1.98,13.16,55.7,0,3.26,6.8,836.26,1.08,2.4,3.12,0,53.71,0,0,0.74,0.46,0,193.52,0,0.4,7.55,0,7.59
 60-70,0,0,0,0,15.12,0,0,274.73,0.58,7.1,0.84,54.73,6.56,0,0,11.63,0,8.05,3.1,0,7.93,35.46,0,4.4,4.82,621.61,0,0.98,3.09,0,23.74,0,0,0,0,0,62.39,0,0.98,5.14,0,12.24
 72-82,0,0,0.64,0,12.55,0.59,0,233.45,0,1.07,3.19,51.32,3.04,0,0.79,1.58,3.37,0,1.15,1.36,7.07,57.85,0,3.69,5.56,625.11,0,6.69,2.8,0,7.92,0,0,0.6,0,0,54.73,1.44,1.87,23.28,1.83,8.87
 84-94,0,0,0.94,0,12.8,2.57,0,178.46,0,5.49,5.54,29.78,7.43,0,0,18.95,5.05,3.28,3.98,0,0.71,47.51,2.11,14.26,2.33,379.8,0,1.59,11.24,0,29.27,0,0,0.74,0,0,47,0,0.92,18.88,6.08,0
 96-106,0,0,1.05,0,9.89,8.08,0,139.48,0,1.21,1.01,22.47,5.27,0,2.55,11.56,3.39,6.15,1.72,0.61,0.69,48,0.68,1.91,3.79,329.2,0,4.77,8.18,0,36.82,0,0,1.89,0,0,16.78,3.06,0,26.52,3.17,1.29
108-118,0,0,0.62,1.06,17.26,0,1.56,117.47,0,6.3,1.91,35.14,4.71,0,1.12,10.15,1.02,5.41,3.09,0.76,0.99,40.54,3.58,10.34,5.17,317.84,1.41,11.35,5.81,0,35.25,0,0,1.69,0,0,13.96,2.36,0.47,13.02,4.44,0
120,0,0,0,0,16.95,1.65,0,122.39,5.05,1.92,2.45,31.31,15.01,0,0,18.17,0,2.93,3.39,0,0,36.29,3.54,15.63,10.81,458.08,9.06,3.75,19.84,0,37.34,0,0,1.22,0,0,20.97,0,1.56,19.06,0,0
