stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,pericytes,periderm,somites,spinal.cord
 14-21,0.81,1.05,0,0,0,0.8,2.07,0,0,1.01,2.29
 24-34,0,1.52,0,0,0,0.72,4.57,0,1,0.67,0.85
 36-46,0,1.82,0,0,0,0.66,12.82,0,0,0,0.89
 48-58,0,0.91,0,0.49,0.46,0,10.57,0,0,0,0.45
 60-70,0,0,1.01,0,0,0,0.74,0,0,0,0
 72-82,0,0.61,0.51,0,1.65,0,11.57,0.83,0,0,1.78
 84-94,0,1.45,0,0,1.98,0,4.23,0,0,0,0
 96-106,0,7.69,0,0,1.85,0,0,0,1.84,0,0
108-118,0,0,4.45,0,0,0,9.96,0,0,0,0
