stage,eye,glial,mesenchyme,neural,olfactory,periderm,spinal.cord
 14-21,1.1,1.25,0,5.41,0,0,1.98
 24-34,0,0,1.61,5.51,0,4.65,0
 36-46,0,0,0,7.03,0,8.19,0.6
 48-58,0,0,0,5.39,0,0,0
 60-70,0,0,0,0,2.15,0,0
 84-94,0,0,0,0,2.84,0,0
 96-106,0,0,0,0,39.74,0,0
108-118,0,0,0,0,7.53,0,0
