stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1067.91,19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.24,0,0,0,0,0,0,0,0,0,0,0
  5-6,2410.48,30637.61,0,19.79,0,0,0,0,0,0,0,0,0,153.47,0,0,0,0,0,0,0,0,0,0,0,1244.06,105,0,0,325.34,0,785.97,0,0,0,0,0,0,0,0,0,0,0
  7-9,873.96,892.7,0,1294.36,0,5.98,0,2461.27,0,0,0,0,0,1192.19,0,0,0,0,0,0,0,0,0,0,0,22687.83,853.45,0,0,8207.01,0,71.78,31.54,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,396.07,0,839.73,0,28.19,0,1473.37,0,0,0,0,0,395.7,0,0,0,0,0,0,0,0,0,0,0,12040.78,439.82,0,0,4378.12,0,23.28,0,10.54,612.61,0,48.38,13.96,0,0,0,0,0
 14-21,0,0,6.75,14.69,337.21,93.26,0,160.66,0,4.28,0,60.63,11.21,5.02,5.76,0,14.63,0,0.93,8.52,6.51,153.96,0.83,0,153.55,2294.99,131.91,10.05,38.3,59.34,0,104.24,3.72,317.57,12.04,53.17,381.99,762.7,0,0,8.18,0,2.85
 24-34,0,0.83,1.85,1.53,96.45,9.63,0,296.58,0,12.97,4.09,70.99,1.79,2,15.14,5.36,18.94,1.57,7,1.8,15.3,267.47,5.37,3.95,133.28,3431.92,32.71,74.8,26.07,0,0,162.28,0,0.71,17.13,3.81,58.41,839.08,0,0,56.37,0,20.99
 36-46,0,0,1.4,0,97,7.41,0,809.49,13.9,11.14,12.15,187.42,3.61,0,2.96,1.39,1.77,15.14,9.79,4.58,5.04,426.01,2.8,8.59,134.99,5073.65,24.09,75.14,25.66,0,1.51,214.76,0,0,7.47,5.6,1.28,1367.81,0,0,70.03,0,25.78
 48-58,0.58,0,2.04,0.42,101.54,8.06,0,1506.25,7.96,44.14,43.13,363.22,3.72,2.11,13.5,31.96,3.13,15.4,14.34,19.2,21.47,738.11,4.47,18.78,128.48,4847.98,30.94,76.65,34.82,0,2.87,162.62,0,0,1.81,3.28,0,1339.2,0,0.91,73.56,0,66.53
 60-70,0,0,4.41,0,157.97,21.12,0,2118,11.19,24.26,42.27,316.49,24.42,0,29.34,4.71,15.37,35.53,15.52,5.43,1.05,782.39,2.27,27.55,76.63,4572.09,11.07,37.04,43.35,0,3.37,195.86,0,5.3,9.96,3.12,0,683.19,2.2,17.52,59.61,0.73,37.76
 72-82,0,0,12.63,0.56,108.37,207.46,0,2091.1,10.78,28.82,49.83,378.14,29.74,0.52,10.14,14.34,11.59,17.24,23.83,10.29,17.12,953.24,21.9,28.55,100.19,3633.05,8.85,130.75,58.9,0,13.98,210,0,0,3.7,2.14,0,367,11.46,18.84,126.77,21.74,38.25
 84-94,0,0,9.75,2.01,163.28,149.23,3.77,1317.71,2.44,32.87,36.7,286.3,57.28,0.99,8.9,32.57,16.23,24.34,12.65,20.11,36.23,875.53,10.88,33.23,84.8,2178.29,26.4,91.73,89.86,0,7.84,502.92,0,0,8.06,3.67,0,410.28,12.97,19.46,124.47,12.9,53.27
 96-106,0,0,9.3,0,206.45,292.57,5.57,1500.44,15.13,50.69,32.7,395.35,67.76,0,19.51,27.04,32.49,16.48,30.51,20.37,11.49,818.96,9.35,13.08,82.34,2066.78,17.23,129.18,93.27,0,11.1,444.84,3.41,0,4.66,2.1,0,206.71,10.97,19.22,163.4,19.61,34.34
108-118,0,0,9.87,0.59,174.41,186.38,2.93,1540.9,17.77,42.53,28.64,384.29,38.64,0,16.07,31.27,51.2,45.44,25.64,11.15,19,832.64,17.74,17.83,92.41,2974.21,18.84,77.65,104.53,8.11,26.3,305.65,0.79,0,3.79,11.63,0,138.16,23.16,13.6,134.72,14.77,52.39
120,0,0,8.41,1.28,259.44,153.31,0,1222.49,5.87,45.79,66,679.24,39.65,0,14.73,67.79,44.58,30.61,20.54,37.14,3.12,852.53,21.94,56.37,94.89,3977.29,41.11,97.69,121.42,0,25.69,318.17,0,0,21.14,3.03,0,197.35,14.57,14.19,181.31,30.43,34.42
