stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,15.75,736.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,252.07,0,0,0,0,0,0,0,0,0,0,0,32.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.52,0,0,0,0,0,41.94,0,0,0,0,0,205.66,0,0,0,0,0,0,0,0,0,0,0,93.99,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,0,0,33.79,0,0,0,6.95,0,0,0,0,0,501.65,0,0,0,0,0,0,0,0,0,0,0,228.94,215.75,0,0,57.27,0,0,4.19,0,0,0,5.09,0,0,0,0,0
 14-21,0,0,0,6.42,158.34,28.48,0,4.84,0,5.09,0,0,26.57,70.77,32.08,0,0,0,0,0,0,179.96,2.04,0,107.44,104.29,790.77,5.02,7.4,4.72,0,0,5.53,0,14.07,19.45,26.01,0,0,0,0,0
 24-34,0,0,1.05,0.94,44.12,2.86,0,13.43,0,16.61,2.69,0,1.36,8.57,31.95,0,0.74,1.4,0.82,3.11,3.78,383.11,0.84,22.66,40.94,244.22,401.99,10.86,28.85,0,0,0,0,0,2.36,1.95,33.34,0,0,3.33,0,0
 36-46,0,0,0,1.74,50.61,5.15,0,25.21,8.65,1.19,3.51,5.6,1.39,5.17,12.37,0,0,0,15.83,1.64,0,635.41,1.3,64.03,18.05,255.35,400.21,3.05,76.71,0,3.87,3.91,0,0,0.58,0,57.5,0,5.79,1.78,0,1.9
 48-58,1.35,0,0,0.4,28.02,0,0,76.22,7.43,2.46,16.17,46.15,1.61,9.08,17.73,0,0,2.71,5.51,9.95,2.67,1088.43,0.4,77.35,28.05,359.08,389.65,3.81,49.83,0,2.57,5.03,0,0,11.22,0,109.49,0,9.3,2.58,1.31,3.23
 60-70,0.8,0,0,0,26.49,0,0,48.16,32.46,6.15,19.13,72.89,0,8.35,29.43,0.75,3.87,0,15.97,0,0,1914.84,2.93,125.88,37.32,322.61,205.02,3.52,45.2,0,8.1,4.76,0,0,4.59,0,45.45,0,71.62,14.58,5.88,0.97
 72-82,0,0,0,0,20.12,5.97,0,78.79,15.58,3.39,13.33,89.89,1.25,2.68,47.37,1.28,2.86,0,11.08,0,0.6,2167.04,0,173.46,44.26,374.79,110.8,3.15,75.47,0,20.97,2.98,0,0,2.29,0,35.17,0,77.64,10.54,19.81,0
 84-94,6.78,0,0,1.04,31.41,5.05,2.75,113.06,16.77,9.84,22.62,59.26,7.76,6.13,30.14,3.47,1.75,0,9,0,0,2077.3,0,177.66,38.37,317.1,183.64,0.58,109,0,16.52,3.4,0,0,9.34,0,25.06,4.63,70.4,4.25,20.13,0
 96-106,1.12,0,0,0,29.21,0,8.92,72.96,20.94,4.01,12.43,105.08,4.36,0,30.63,1.82,0.57,0.92,6.04,2.67,0.77,1353.89,1.95,85.49,21.88,186.56,107.39,4.1,63.78,0,23.2,5.21,0,1.59,9.43,0,12.19,0,78.72,10.34,9.46,0
108-118,3.02,0,0,1.72,23.89,1.41,34.32,71.71,25.32,4.15,13.23,66.19,9.57,0,18.71,0.98,1.65,0,6.4,3.02,1.61,1211.06,0,66.12,47.35,266.76,108.73,9.62,68.44,0,3.5,14.31,0,0,9.47,0,22.61,3.68,50.81,8.69,8.54,3.28
120,0,0,0,0,16.22,2.63,9.38,55.25,22.15,3.35,11.68,144.19,12.67,0,22.21,1.61,6.17,0,10.38,9.49,3.89,1269.01,0,44.44,75.49,325.38,176.25,0,77.83,0,0,32.76,0,0,0,0,4.57,0,163.83,7.4,6.94,0
