stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,35.05,877.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,84.38,363.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.6,0,7.92,0,0,0,13.5,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,138.84,67.85,0,0,59.34,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,8.89,21.29,0,0,0,10.97,0,0,0,0,0,28.63,0,0,0,0,0,0,0,0,0,0,0,225.08,74.42,0,0,105.35,0,0,11.32,0,30.61,0,0,0,0,0,0,0,0
 14-21,0,0,3.79,58.81,98.39,0,18.57,0,0,0,1.32,4.17,2.95,10.29,0,0,0,0,0,0,42.79,0,0,36.67,102.3,20.02,0,0.92,0,0,8.55,0.99,23.76,0.86,15.98,108.09,32.35,0,0,33.53,0,0
 24-34,0,0,5.78,32.66,5.89,0,27.14,0,6.67,0,2.36,0,0,13.38,0.88,0.6,0,4.29,0,0.83,122.62,0,0,70.73,145.01,10.42,0,7.23,0,0,10.02,0,0,3.35,12.1,25.99,24.54,0,0,182.37,0,5.47
 36-46,0,0,0,24.27,19.31,0,22.84,9.71,5.86,4.34,9.39,0.56,0.76,18.29,0,0,0,3.44,1.74,4.93,118.04,0.68,1.44,39.64,106.65,6.24,1.32,22.34,0,0,23.28,0.81,0,2.02,18.28,1.38,28.45,0,0,73.21,0,3.49
 48-58,0,0,0,22,1.93,0,36.76,7.03,5.66,3.75,24.45,0,0,3.33,0,0.37,0,3.33,0,10.14,127.24,3.44,14.37,37.91,177.75,5.26,4.39,10.08,0,1.01,18.6,0,0,1.65,6.11,0,29.68,0,1.47,65.26,0,0.48
 60-70,0,0,0,24.55,10.5,0,50.54,0.83,11.2,5.08,36.3,6.9,0,13.7,0,5.28,2.5,9.14,0.78,3.45,173.56,1.91,13.67,20.14,151.08,1.31,1.33,19.03,0,1.65,11.9,0,0,0,1.48,0,25.88,0,4.9,37.4,5.14,0.69
 72-82,0,0,0,22.8,0,0,47.4,2.69,5.28,12.68,53.79,2.37,0,8.86,0,0,1.24,7.85,0.62,6.45,260.56,2.88,15.94,24.99,184.38,5.49,1.95,6.46,0,6.26,10.28,0,0,1.23,0,0,20.86,0.62,7.55,85.07,16.93,7.48
 84-94,0,0,1.04,45.6,1.49,0.6,63.94,3.1,12.12,3.94,34.66,18.61,0,5.17,0,0.64,0.6,9.66,0,7.17,199.73,0.86,17.42,21.09,159.74,2.15,3.16,6.21,0,7.44,40.99,0,0,0.67,0,0,15.74,0,11.83,56.36,28.99,2.71
 96-106,0,0,0,33.31,3.26,1.46,145.93,11,14.99,4.74,65.49,4.76,0,9.32,6.26,0,2.37,9.79,2.26,4.96,192.48,4.27,10.82,18.23,184,3.37,0,8.74,0,7.65,47.69,0,0,0.66,1.36,0,8.59,0,22.3,61.58,23.46,2.47
108-118,0,0,0,63.12,2.25,6.07,146.63,2.04,16.7,8.83,72.86,10.7,0,1.22,2.92,0.88,4.56,6.12,5.03,19.1,218.14,2.1,9.86,19.1,160.88,6.46,1.71,7.59,0,9.89,38.84,0,0,0.72,1.89,0,32.79,0,23.12,60.67,6.01,0
120,1.12,0,0,69.49,0,0,88.33,11.45,16.83,1.6,148.09,19.07,0,6.72,1.3,2.26,0,3.53,2.03,9.24,240.84,0,3.46,21.24,425.51,8.32,2.55,2.94,19.84,0,20.86,0,0,1.47,0,0,32.07,0,42.57,104.91,69.76,19.46
