stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,19.84,441.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.59,0,0,0,0,0,0,0,0,0,0,0
  5-6,29.61,455.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,0,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,25.92,5.52,0,26.15,0,0,0,25.62,0,0,0,0,0,18.01,0,0,0,0,0,0,0,0,0,0,0,344.64,26.01,0,0,113,0,0,16.34,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.06,0,20.52,0,0,0,23.08,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,440.34,3.44,0,0,93.31,0,0,5.33,0,32.11,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,6.77,110.49,29.26,0,23.7,0,0,0,8.29,10.15,0,1.92,0,4.59,0,0,0,1.01,50.62,0,0,26.73,374.6,29.57,4.33,4.08,5.22,0,32.23,0,48.71,9.37,1,48,116.12,0,0,7.55,0,0
 24-34,0.88,0,0.62,0,42.38,15.9,0,69.5,0,12.2,3.54,21.08,0.61,0,8.05,2.91,9.2,0,0.65,4.19,1.75,75.95,1.78,5.55,31.01,824.59,5.28,14.94,5.78,0,0,66.01,0,0,8.56,0.91,8.75,203.6,0,0,60.38,0,0
 36-46,0,0,0,0,55.48,0,0,121.46,3.17,8.18,4.21,41.94,0,0,10.96,3.15,1.85,0,3.77,1.94,11.97,102.5,0.71,3.84,25.08,1050.37,1.93,17.94,17.07,0,0,132.31,0.91,0,0.86,1.69,0,206.11,0,0,26.25,0,20.78
 48-58,0,0,0.4,0,56,6.65,0,333.98,4.54,18.22,3.93,98.69,0,0.57,8.75,4.76,1.8,0.42,1.55,4.61,0,157.32,1.86,1.4,27.78,1086.36,6.92,13.29,22.95,0,0.59,67.12,0,0,3.15,0.46,0,201.4,0,1.84,29.52,0,6.8
 60-70,0,0,0,0,53.06,5.23,0,453.93,11.81,28.47,11.99,84.1,1.93,0,3.99,9.31,2.26,4.51,5.51,1.72,0,184.37,10.1,11.82,26.33,873.91,9.07,4.15,24.47,0,0,67.76,0,5.3,2.3,2.37,0,133.26,0,1.53,17.01,2.76,7.08
 72-82,0,0,1.15,0,27.52,16.61,0,721.49,0,20.69,25.84,94.6,12.4,0,2.21,19.96,13.51,4.06,5.14,0,2.83,279.3,6.66,6.73,19.15,1100.5,2.19,9.99,8.66,0,5.37,51.76,0,0,0.62,0.53,0,71.25,1.18,6.47,51.88,5.75,8.11
 84-94,0,0,2.14,0,40.9,20.27,0,342.87,0,8.64,6.39,109.45,10.45,0.76,8.33,23.1,14.74,0.66,7.23,7.02,8.1,187.31,12.28,16.08,14.28,614.43,4.32,10.45,13.53,0,2.02,149.32,0,0,4.54,0,0,61.59,5.69,1.19,36.01,4.38,13.23
 96-106,0,0,2.23,0,41.94,34.71,0,404.32,10.91,18.98,12.47,132.14,18.11,0,7.98,16.77,7.54,0.71,9.61,5.5,1.98,164.38,6.55,13.51,20.41,584.94,3.57,8.77,12.78,0,9.81,187.6,0,0,2.81,1.15,0,35.19,8.96,3.87,59.72,5.32,6.87
108-118,0,0,2.76,2.21,59.81,14.08,5.92,364.31,1.13,14.79,5.13,114.3,22.94,0,3.81,18.96,11.91,9.64,2.66,1.06,3.02,183.04,4.16,24.68,18.64,615.71,6.82,11.87,13.11,0,5.19,94.18,0,0,3.02,1.37,0,11.66,8.28,1.13,47.41,7.53,6.65
120,0,0,0,0,104.93,4.94,0,258.35,0,21.64,12.3,180.02,41.89,0,3.63,21.41,10.8,19.63,4.16,1.84,12.92,222.76,13.87,12.51,14.63,918.53,22.28,14.9,3.45,0,3.42,90.15,0,0,3.53,0,0,24.39,21.78,0,72.73,19.96,23.09
