stage,eye,fin.epithelia,neural,periderm
 14-21,0,0,0,2.16
 24-34,0,0,0,3.84
 36-46,0,0,0,10.46
 48-58,0.67,0,0,0
 60-70,0,0,1.12,6.7
 72-82,0,0,0,16
 84-94,0,0.77,0,33.1
 96-106,0,0,0,19.5
108-118,0,0,0,22.22
120,0,0,0,12.03
