stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,86.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,0,0,0,0,0,0,0,0,0,0
  5-6,10.91,65.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,13.45,0,18.88,0,5.98,0,38.15,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0,295.13,0,0,0,64.59,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,39.11,0,0,0,65.68,0,0,0,0,0,15.46,0,0,0,0,0,0,0,0,0,0,0,277.51,25.47,0,0,73.61,0,0,0,9.78,0,0,0,0,0,0,0,0
 14-21,0,0,3.07,2,21.09,3.07,0,12.27,0,0,0,2.3,0,0,0.93,0,0,0,0,2.67,0,13.81,0,0,11.74,161.27,1.95,0,1.76,0.88,0,0,13.1,0.82,1.14,26.24,44.05,0,0,0,0,0
 24-34,0,0,0.75,0.73,10.36,0.67,0,21.95,0,0.7,0,6.9,0,0,3.05,0,0.69,0.92,0,23.31,65.01,30.48,1.3,0.81,12.54,312.06,6.54,1.38,6.58,0,0,5.46,0,3.77,0.76,1.99,78.19,0,0,11.57,0,1.04
 36-46,0,0,0,0,10.53,0,0,48.47,0.59,1.14,0.93,25.2,0,0,2.74,0,0,0.65,1.94,0,143.76,37.46,0,0,7.19,263.23,1.44,2.82,0.59,0,0,11.18,0,3.04,3,0,47.01,0,0,11.52,0,0
 48-58,0,0,0,0,9.58,0,0,114.65,0.52,1.72,1.43,40.51,0.56,0,1.06,5.09,0,0.46,0.49,11.42,147.46,63.86,0,9.6,11,225.33,3.54,1.42,3.48,0,0,5.35,0,0.4,0.89,2.82,53.06,0,0,8.19,0,1.91
 60-70,0,0,0,0,26.83,0,0,123.7,2.38,4.47,7.34,84.03,7.28,0,1.46,4.76,0.71,1.44,0,0,63.75,99.81,0,3.61,8.33,244.17,3.65,3.33,6.33,0,0,3.35,0,0.58,0,0,40.21,0,1.63,11.35,0.83,18.74
 72-82,0,0,0,0,7.5,2.52,1.86,74.62,5.83,2.22,1.65,68.67,4.74,0,3.25,0,0,7.38,2,4.73,100.03,97.64,0,5.35,8.51,123.99,0.53,2.57,2.21,0,3.01,2.44,0,0.72,0,0,15.22,0,1.6,13.77,2.92,0
 84-94,0,0,0.73,1.01,10.37,15.4,0,88.79,0,1.68,1.8,71.18,8.59,0,0,1.58,2.01,10.84,0,0.58,101.54,86.77,0.61,4.86,7.35,123.29,1.83,0,3.71,0,0,18.49,0,4.55,0,0,15.2,0.86,2.98,5.39,3.57,0
 96-106,0,0,1.51,0,16.78,0.68,0,54.6,0,1.51,1.63,36.55,4.07,0,4.81,0.81,0.74,3.53,7.33,1.6,90.84,60.33,2.99,6.4,5.46,86.21,3.31,1.57,4.62,0,0,13.32,0,3.99,0,0,13.1,2.71,0,10.34,2.13,0
108-118,0,0,1.54,0,9.07,1.98,4.45,67.02,0,4.24,2.01,60.35,0.46,0,0.61,0.56,1.99,10.53,1.34,2.24,144.98,49.52,0,4.37,6.13,132.3,0.85,4.27,5.33,0,0,17.84,0,1.48,0,0,3.38,0.54,0,4.89,2.28,0
120,0,0,0,0,25.66,9.58,1.71,25.22,0,0,1.04,96.69,16.81,0,0,1.06,2.78,8.17,5.77,2.7,42.23,61.53,0,4.34,1.41,145.75,1.42,3.22,10.53,0,0,5.14,0,4.02,0,0,1.64,0,0,3.92,7.98,1.1
