stage,eye,immune,mesenchyme,muscle,neural,otic,presomitic_mesoderm,somites,spinal_cord
 14-21,0,0,0,0,0,0,1.18,0,0
 24-34,0,0.88,0,0,2.72,0,0,1.05,0.75
 36-46,0,0,0,1.06,0,0,0,0,0
 48-58,0.37,0,0,0,1.54,0,0,0,0.6
 60-70,0,0,7.33,0,9.78,0,0,0,0
 72-82,0,1.63,1.43,0.72,0,0,0,0,0
 84-94,0.67,0,0,0.75,0,0,0,0,1.7
 96-106,0,1.2,0,1.21,1.67,0,0,0,0
108-118,0,2.66,1.25,0,1.22,0.54,0,0,0
120,0,5.33,0,0,0,0,0,0,0
