stage,blastomeres,endocrine.pancreas,epidermis,eye,mucous,mural.cell,neural,periderm,spinal.cord
  5-6,9.3,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.41,0,0
 24-34,0,0,0,0,0,0,11.63,0,1.83
 36-46,0,0.73,0,0,0,0,22.41,0,9.35
 48-58,0,0.42,0,1.17,0,0,9.24,0,6.28
 60-70,0,0,0,0,0,0,11.07,0,0
 72-82,0,0.57,0,0,0,0,25.14,0,5.54
 84-94,0,0,0,0,1.81,0,23.92,0,0
 96-106,0,0,0,0,0.97,0,52.23,4.84,3.71
108-118,0,0,0.55,0,0.75,1.79,34.36,0,0
120,0,0,0,0,0,24.24,66.77,0,0
