stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,267.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.37,0,0,0,0,0,0,0,0,0,0
  5-6,25.86,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.86,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0
  7-9,10.21,3.94,0,12.85,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.82,4.25,0,0,36.44,0,0,11.11,0,0,0,0,0,0,0,0,0
 10-12,0,16,0,0,0,0,0,5.44,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,140.72,0,0,0,18.84,0,0,18.93,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.08,18.15,2.11,0,4.96,0,0,0,3.8,6.17,2.13,0,0,0,0,0,3.13,0,14.49,0,0,1.25,457.19,0.81,2.41,0,1.79,0,3.02,0,0,0,0.99,198.34,0,0,0.81,0,0
 24-34,0,0,0.6,4.85,6.64,1.22,0,17.73,0,0,0,7.68,2.97,0,2.2,0,0,5.6,0,0,5.27,31.38,0,0,3.65,1688.37,0,21.76,4.84,0,0,5.7,0,2.21,0.65,0.64,889.21,0,0,0,0,2.34
 36-46,0,0,0,0,3.15,0,0,193.09,0,0,0,32.33,0,0,1.19,0,0,0.65,0.75,0,6.13,20.53,0,0,1.05,3016.51,1.69,18.92,7.23,0,0,5.5,0,0,0,0,1766.97,0,0,0,0,0
 48-58,0,0,0,0,31.5,0,0,891.36,0,0,3.06,111.44,0,0,0,1.69,1.38,0,0,0,0,41.35,0,10.22,2.9,4200.95,0,13.41,1.92,0,0.73,7.1,0,0,5.28,0,1871.37,0,0,1.86,0,1.52
 60-70,0,0,1.1,0,9.66,14.14,0,1211.87,0,8.23,6.46,98.34,0,1.75,2.29,0.81,0,12.03,0,0,0,44.65,0,0,1.46,3645.27,0,8.05,1.86,0,0,6.41,0,6.55,0,0,1293.37,0,0,1.84,0,6.89
 72-82,0,0,0,0,14.68,3.77,0,750.85,1.1,0,2.66,41.34,0,0,0,11.79,0,1.24,1.38,7.8,0,39.41,0,0,3.35,2862.61,0,10.68,3.94,0,0,0.95,0,0,0,0,1064.82,0,1.04,0.6,0,6.47
 84-94,0,0,3.49,0,13.65,0,0,520.66,0,0,1.23,56.72,0.68,0,0,2.17,0,3.01,0,0,0,79.25,1.18,0,2.11,1996.4,0,16.46,0.91,0,0,2.06,0,0,0,0,637.85,0,0.73,2.92,0,0
 96-106,0,0,1.57,0,10.52,3.81,0,285.61,0,0,0,55.08,2.3,0,1.94,1.56,0,0,1.6,11.02,0,28.66,0,7,9.38,1618.61,0,11.5,5.81,0,1.67,6.59,0,0,0,0,320.11,1.14,1.74,6.54,0,0
108-118,0,0,0,0,23.3,0,9.38,322.29,0,2.46,1.37,64.03,0.69,0,0,3.93,1.11,0.95,0.49,1.09,0,59.09,0,0,0.57,1870.75,0,11.79,3.1,0,0,1.15,0,0,0,0,207.78,0,0.99,2.15,0.72,3.25
120,0,0,9.35,0,15.71,0,0,609.12,0,5.49,3.99,107.92,0,0,0,6.56,0,0,6.23,2.7,0,78.13,0,1.45,10.87,3132.98,0,18.84,9.57,0,0,4.36,0,1.13,0,0,319.07,0,0,1.7,0,0
