stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,29.69,411.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.87,0,0,0,0,0,0,0,0,0,0
  5-6,0,242.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.41,4.72,0,17.94,0,0,0,0,0,0,0,0,0,16.23,0,0,0,0,0,0,0,0,0,0,0,94.43,0,0,0,35.44,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.97,0,16.48,0,0,0,29.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.22,24.71,0,0,146.95,0,0,0,32.02,0,13.65,0,0,0,0,0,0
 14-21,0,0,0,3.02,104.45,22.27,0,20.93,0,1.69,0,1.96,8.04,0,15.15,0,0,0,0,0,0,40.03,0,0,19.64,231.39,18.96,3.31,6.64,3.33,0,18.66,11.87,4.54,24.78,175.82,85.78,0,0,15.68,0,0
 24-34,0,0,0.84,2.92,100.44,4.01,0,23.6,1.37,24.86,0.99,9.82,1.96,0,11.29,0.9,4.51,0,3.27,0,13.18,114.13,0.77,0,49.68,625.24,11.68,3.92,11.67,0,0.99,58.28,0,3.8,5.52,68.83,195.16,0,0,69.36,0,5.16
 36-46,0,0,0,0.84,52.7,0,0,79.66,4.21,39.97,3.62,42.19,1.12,0,7.49,0,0.67,0,8.91,0,27.39,167.37,0,2.64,24.96,526.22,2.08,3.24,6.55,0,0.97,89.13,0,0.86,5.53,1.41,179.33,0,0,52.41,0,14.27
 48-58,0,0,0,0,53.68,0,0,232.39,0.76,17.53,10.96,101.27,0,0,8.02,0,0,10.53,6.44,0,13.7,156.89,1.69,1.31,35.5,418.1,9.97,1.62,7.04,0,0.59,51.97,0,0.87,4.91,0,98.22,0,0.81,38.82,0,14.25
 60-70,0,0,0,0,41.42,3.84,0,608.24,18.07,32.27,15.68,153.77,9.11,0,6.28,0,0.62,27.96,8,0,6.53,353.55,1.99,24.19,38.39,358.32,11.94,1.73,13.74,0,5.92,116.93,0,0,3.45,0,82.38,0,8.9,22.51,3.74,15.86
 72-82,0,0,1.51,0,59.82,2.57,0,431.97,1.21,8.48,17.89,143.65,14.67,0,5.27,1.49,5.88,1.13,12.25,1.59,17.71,395.26,0,11.69,33.44,225.81,0,1.95,24.39,0,2.6,73.74,0,0.97,2.84,0,33.04,0,10.69,73.19,8.42,4.39
 84-94,0,0,0.81,0,69.3,6.42,0,453.37,9.7,28.28,14.25,112.81,31.55,0,3.92,2.82,2.34,22.16,7.98,0,28.85,351.04,0.86,46.84,25.94,251.66,3.69,1.56,12.13,0,6.22,200.45,0,1.85,1.3,0,25.84,1.96,9.89,58.42,14.36,12.74
 96-106,0,0,2.46,0,73.35,9.04,0.62,403.9,4.58,24.69,13.51,99.93,22.77,0,5.65,2.4,4.41,31.01,10.71,17.3,4.79,314.98,5.03,23.43,17.66,213.1,0.59,2.93,28.85,0,7.25,331.36,0,2.44,0,0,24.74,2.97,12.31,77.48,10.51,7.39
108-118,0,0,1.52,1.09,85.43,4.6,0,460.13,6.31,36.1,19.19,136.25,39.74,0,2.7,3.56,12.47,67.36,10.6,2.33,20.52,340.57,2.2,24.09,26.78,234.16,2.88,5,36.95,0,5.73,223.73,0,2.1,1.06,0,6.76,3.51,2.44,60.5,20.26,11.45
120,0,0,0,1.28,78.41,3.93,0,425.69,17.17,26.44,5.16,170.83,29.33,0,5.74,0,9.35,17.9,1.12,0,0,205.35,4.62,40.12,43.63,356.05,0,0,13.25,0,10.92,182.31,1.12,5.04,0,0,36.55,1.1,10.05,96.17,36.36,4.75
