stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,51.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92,0,0,0,0,0,0,0,0,0,0
  5-6,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.65,0,0,0,11.91,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.23,0,3.34,0,0,0,8.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,10.07,0,0,5.96,0,0,0,6.08,0,0,0,0,0,0,0,0
 14-21,0,0,0,10.83,0.99,0,2.75,0,0,0,2.08,0,0,0.92,0,0,0,0,0,0,2.86,0,0,2.19,35.43,0.85,0,0,1.02,0,0,5.24,0,0,4.17,20.58,0,0,0,0,0
 24-34,0,0,0,7.85,0,0,2.43,0,0,0,0,0,0,1.94,0,2.16,0,0,0,0,11.11,0.76,0.81,3.73,108.35,4.47,1.08,2.3,0,0,0,0,0.64,0.6,1.36,58.42,0,0,4.03,0,0
 36-46,0,0,0,11.94,0.76,0,51.88,0.68,0.57,8.51,12.64,0,0,0,0,2.96,0,0.57,0,0,14.12,0,0,6.8,264.11,11.68,0.83,0,0,0,12.51,0,0,1.39,0,64.73,0,0,3.48,0,0
 48-58,0,0,0,16.64,0.64,0,152.83,0,0,5.83,26.92,0,0,1.18,0,3.1,0,0.45,0,0,26.66,0.7,0,15.37,325.66,1.42,0,2.01,0,0,0.91,0,0,3.46,0,51.09,0,0.91,2.71,0,0
 60-70,0,0,0,8.36,0,0,256.66,1.9,2.68,0,34.91,0,0,2.87,0,0.58,0,0,0,0,49.09,2.63,0.7,1.22,458.34,0,0.7,1.71,0,0,4.5,0,0,0,0,78.35,0,0.79,1.42,0,0
 72-82,0,0.68,0,17.05,2.34,0,336.07,1.33,0,16.39,28.14,0.84,0,1.6,0,1,0,0.81,0,0,79.5,1.11,3.63,4.78,464.08,6.03,1.71,1.89,0,0,0.6,0,0,0,0,66.91,4.68,3.05,15.7,1.55,6.38
 84-94,0,1.44,0,36.19,1.77,0,269.79,0,1.38,6.1,23.36,2.23,0.6,0.8,3.85,2.23,2.76,0,0,0,114.77,1.89,6.08,4.69,412.35,0,1.46,9.39,0,5.2,2.05,0,0.56,0,0,50.71,1.14,4.11,22.32,3.27,2.93
 96-106,0,3.01,0,50.63,0.84,1.05,185.99,1.51,0,7.94,22.65,4.09,0,0,3.09,1.59,0,5.38,6.49,2.31,61.17,1.52,2.02,2.4,328.22,0.84,7.76,5.03,0,3.48,0.72,0,0.82,1.09,0,33.85,1.4,4.09,30.56,7.46,8.09
108-118,0,0.58,0,54.45,0.56,1.07,213.77,0,2.69,9.88,49.31,5.1,0,5.27,1.17,3.04,2.74,1.95,0.94,0,77.67,0,5.09,0.91,444.49,2.21,0,8.22,0,2.28,3.68,0,0.54,2.01,0,24.32,5.52,0.84,38.32,3.62,6.02
120,0,0,0,29.65,9.86,0,158.49,4.24,3.86,19.19,72.89,5.9,0,1.85,9.64,2.36,0,0,17.89,0,64.91,0,18.76,12.35,655.96,4.5,1.32,8.79,0,9.21,1.1,0,0,0,0,25.19,1.84,2.09,15.47,6.61,0
