stage,axial,blastomeres,erythrocytes,eye,hatching_gland,mesenchyme,neural,notochord,otic,paraxial_mesoderm,periderm,pronephros
  3-4,27.43,150.38,0,0,0,0,0,0,0,0,0,0
  5-6,21.77,210.44,0,0,0,0,0,0,0,0,6.15,0
  7-9,0,20.93,0,8.57,0,0,70.59,15.32,0,30.29,0,0
 10-12,0,0,0,19.25,3.97,0,109.74,5.03,0,29.84,0,11.67
 14-21,0,0,0,0,0,1.2,0,0,0,0.89,0,0
 72-82,0,0,0.49,0,0,0,0,0,2,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,2.05,0
 96-106,0,0,0.7,0,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0,0,0,0.56,0
