stage,eye,glial,ionocyte,melanocytes,mesenchyme,neural,notochord,periderm,spinal_cord,vasculature
 14-21,0,0,0,0,0,0,0,3.48,0,0
 24-34,0,0,0,0,0,0,0,0,1.04,0.91
 48-58,0,0,0,0.54,0,0,0,0,0,0
 60-70,0,0,0,0,0.62,5.74,0,0,0,0
 72-82,0,3.92,0,0,0,0,0,0,1.08,0
 84-94,0,1.12,0,0,0,0,1.84,0,0,0
 96-106,2.41,0,0.8,0,0,0,0,0,0,0
108-118,0,8.21,0,0,0,0,0,0,0,0
