stage,blastomeres,epidermis,erythrocytes,eye,glial,gut,immune,mesenchyme,neural,periderm,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle
  5-6,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0.8,0.6,25.48,0,0,0.91
 84-94,0,2.85,0,3.24,0,0,0,0.62,10.49,0,82.83,0,0,0
 96-106,0,1.72,0.69,11.61,1.29,1.35,0,0.76,9.43,2.49,261.59,4.58,0,0
108-118,0,21.84,14.52,7.88,0,0,0.56,1.37,5.64,0,313.81,0,2.21,0
120,0,0,12.79,0,0,0,0,0,0,0,125.72,0,0,0
