stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,22.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,26.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,18.35,0,0,0,0,0,0,0,0,0,0,0,3.25,15.84,0,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0,0,0,4.98,0,6.54,0,0,0,0,0,0
 14-21,0,0,0,5.37,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0,10.64,455.94,0,1.04,0,0,0,3.92,0,6.22,0,0,15.51,757.45,0,0,0,0,0
 24-34,0,0,0,78.17,0.79,0,21.95,0,1.94,17.01,7.65,0.67,4.49,5.88,0,1.44,1.14,0,0.84,0.67,247.74,4.95,0,284.09,5324.63,0.76,0.78,2.91,0,1.14,16.16,0,1.04,3.43,0,66.73,3343.66,0,0,30.37,0,0
 36-46,0,0,0,77.85,0,0,128.88,2.17,24.55,51.51,32.23,0.76,0,2.06,3.99,15.91,1.62,0,0.87,5.56,726.89,0,0.6,353.03,12752.6,5.14,1.92,4.08,0,7.92,18.9,0,2.92,9.78,6.25,1.45,4828.66,0,0,6.99,0,6.2
 48-58,0,0,0,185.6,10.41,0,1440.6,6.14,44.86,67.55,197.52,0,0.39,8.92,1.59,8.56,11.2,1.24,4.18,2.27,1084.91,3.28,18.3,262.09,23362.45,10.32,2.55,5.32,0,0.46,28.74,0,0,5.6,3.33,0,4748.17,0,0,22.06,0,66.05
 60-70,0,3.38,0,223.68,2.56,0,4811.41,0.79,76.01,80.39,136.88,1.86,0.66,3,4.68,6.04,29.12,3.84,7.95,11.24,1948.28,7.76,6.44,220.25,36108.4,15.25,6.63,16.19,0,8.33,76.66,0,0,0.91,0.86,0,5726.04,10.1,4.8,13.2,8.39,83.97
 72-82,0,6.55,0,318.94,28.89,0,6265.93,6.86,41.91,106.29,316.09,5.54,0,9.53,5.6,4.14,9.59,3.63,20.49,6.45,2782.8,2.96,42.91,218.17,26424.62,12.81,12.46,10.72,0,4.35,38.45,9.92,0,5.29,0,0,3792.54,68.96,33.73,36.91,13.1,77.11
 84-94,0,11.83,0,508.16,25,0,4943.19,3.74,88.68,33.97,347.01,5.14,0,16.76,14.42,8.24,36.66,2.71,4.14,7.62,2438.37,3.32,29.76,238.59,17524.03,8.08,18.92,23.3,0,7.68,40.38,0,0,2.62,0.68,0,2383.1,110.56,29.51,30.98,21.16,24.11
 96-106,0,8.55,0,407.54,49.58,0.84,3723.06,5.58,54.26,43.22,302.91,13.68,0,20.08,13.07,1.48,8.97,6.06,43.59,7.77,2387.59,2.58,18.27,180.05,12507.54,0,3.54,12.76,0,5.18,42.91,40.55,0,1.02,1.72,0,918.63,172.33,32.51,29.75,44.25,19.31
108-118,0,7.27,0,294.81,24.58,2,3389.5,3.37,88.23,34.39,225.43,8.34,2.74,8.6,6.48,2.67,5.12,2.94,6.7,10.19,2526.95,2.3,27.42,160.01,16452.84,4.11,3.44,17.84,0,15.82,35.89,0,0,8.39,0.55,0,900.89,206.36,36.56,16.09,20.6,0
120,0,0,2.55,316.67,11.24,5.97,4604.93,22.01,56.56,30.23,407.99,12.27,0,4.22,34.48,14.26,0,1.12,22.55,0,2513.66,4.47,56.57,215.42,22604.7,13.68,33.58,61.81,0,0,29.15,0,0,5.27,0,0,975.42,59.49,22.91,36.51,23.12,0
