stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,401.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.63,0,0,0,0,0,0,0,0,0,0
  5-6,24.23,588.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86,0,0,0,6.91,0,26.29,0,0,0,0,0,0,0,0,0,0
  7-9,20.36,15.53,0,22.45,0,0,0,83.82,0,0,0,0,0,8.81,0,0,0,0,0,0,0,0,0,0,0,658.39,34.8,0,0,204.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.01,0,23.13,0,0,0,43.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.1,9.44,0,0,160.36,0,0,0,30.84,0,11.77,0,0,0,0,0,0
 14-21,0,0,0,2.45,21.62,4.3,0,12.38,0,0,0,2.09,1.5,1.58,0,0,0,0,1.12,0,0,12,0,0,5.76,175.04,0.82,0,3.3,1.32,0,1.39,11.16,1,0,12.91,45.21,0,0,0,0,0
 24-34,0,0,1.85,1.44,4.95,0.64,0,38.87,0,0,0.64,11.01,2.53,0,0,0,2.21,0,0,0.61,0,53.8,0,0,13,582.9,2.07,8.84,1.16,0,0,14.74,0.85,1.77,0,4.63,97.49,0,0,18.97,0,0.89
 36-46,0,0,0,0,9.7,0,0,114.33,0,0,0,23.88,0.58,0,0.72,6.76,0,0,0.6,0,0,44.66,0,0,6.39,782.95,5.16,6.87,2.18,0,0,14.23,0,0,1.16,0,131.01,0,0,6.67,0,5.53
 48-58,0,0,0,0,14.53,0.45,0,204.17,0.6,3.69,0.95,36.07,0.58,0.55,1.44,0.42,0,0.41,0,0,3.82,54.35,0.63,4.21,11.8,888.44,0,1.64,3.7,0,0.56,12.91,0,0.53,1.81,0,180.89,0,0,11.38,0,4.45
 60-70,0,0,0,0,22.02,1.97,0,431.6,0,0.69,1.48,35.87,0.99,1.21,3.84,8,1.79,0,0.61,0,0,67.84,1.02,4.35,15.62,895.15,1.31,0,3.18,0,0.63,11.59,0,0,3.44,0,97.02,0,1.22,1.06,1.76,10.49
 72-82,0,0,0.97,0,7.11,5.8,0,350.68,1.21,2.25,8.16,60.02,0,0,2.7,5.87,1.81,1.42,2.76,1.4,2.76,91.78,1.66,1.52,18.19,819.7,0.58,5.6,5.01,0,0,5.58,0,1,0,0,89.67,0,6.27,18.01,2.63,5.81
 84-94,0,0,0,0,25.53,23.07,0,295.04,0,1.66,4.26,66.39,1.66,2.21,1.06,7.86,5.78,1.35,2.62,10.45,1.53,115.67,1.34,6.25,5.44,534.1,5.91,5.34,10.56,0,0,20.48,0,1.93,0,0,59.04,0.71,1.08,7.2,5.14,11.67
 96-106,0,0,1.98,0,11.09,24.5,0,343.67,0.64,6.64,5.2,73.51,6.19,0,4.94,5.28,1.63,5.49,0.92,19.52,1.38,114.84,1.23,7.81,6.8,461.36,0,6.82,13.97,0,2.88,14.42,0,0,0,0,13.85,3.05,2.97,15.28,6.62,7.74
108-118,0,0,0,1.47,21.95,9.07,0,219.23,1.58,3.57,9.95,62.18,6.78,0,1.15,11.42,0.44,8.45,0.82,5.49,2.76,163.29,11.04,3.73,7.46,711.92,0.91,4.14,12.47,0,5.97,10.17,0,0.42,0.49,0,25.85,2.85,5.71,9.12,3.63,8.08
120,0,0,0,0,27.6,27.72,3.69,266.22,0,1.73,26.34,52.95,21.69,0,0,4.28,0,4.85,0,0,0,152.24,0,32.76,21.11,901.84,2.06,1.62,1.1,0,4.22,13.73,0,1.21,0,0,37.81,1.27,0,42.65,10.63,2.27
