stage,epidermis,erythrocytes,eye,glial,iridophores,mesenchyme,neural,otic,periderm,spinal.cord
 14-21,1.85,0,0,0,0,0,1.38,0,0,1.39
 24-34,0,0,2.13,0,0,0,4.21,0,0,3.46
 36-46,0,0,1.93,1.24,0,0,8.36,0,0.66,0
 48-58,0,0,0,0,0,0.88,2.89,0,0,1.17
 60-70,0,0,0.78,0,0,0,3.1,0,0,2.8
 72-82,0,0,4.33,0,0,0,3.11,0,0,0
 84-94,0,0,4.8,0,0,0,0,0,0,2.06
 96-106,0,3.82,0,0,0,0,0,0,0,0
108-118,0,0,4.62,0,0.63,0,0.95,5.31,0,0
