stage,eye,glial,mesenchyme,neural,spinal.cord
 14-21,0,0,0,0,0.86
 24-34,0,0,0,3.51,0.88
 36-46,0,1.61,2,1.53,0
 48-58,0,0,0.61,0,0
 60-70,3.13,0,0,10.64,0.67
 72-82,1.07,0,0,2.66,0
108-118,0,0,0,2.48,0
120,3.19,0,0,0,0
