stage,epidermis,eye,fin_epithelia,glial,melanocytes,mesenchyme,muscle,neural,periderm,pronephros,spinal_cord
 14-21,4.89,0,0,1.18,0,0,0,4.89,0,0,1.24
 24-34,0,0,0,0,0.77,0.77,0,0,0.76,0,2.12
 36-46,0,0,0,0,0.97,0,0.83,1.64,0,0,0
 48-58,0,0,1.1,0,15.09,0,0,2.12,0,0,0.98
 60-70,0,0,0,0,3.89,0,0,2.76,0,0,0
 72-82,0,0.83,0,0,0,0.59,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0.87,0,0
108-118,0,0,0.78,0,0,0,0.54,0,0,0,0
120,0,0,0,0,0,0,0,0,0,9.54,0
