stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,14.53,1104.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.31,0,0,0,0,0,0,0,0,0,0
  5-6,33.33,428.31,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.04,0,0,0,0,0,0,0,0,0,0
  7-9,12.97,39.24,0,37.73,0,0,0,109.52,0,0,0,0,0,99.96,0,0,0,0,0,0,0,0,0,0,0,758.87,45.81,0,0,88.75,0,19.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.7,0,151.79,0,6.13,0,249.41,0,0,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0,1810.41,68.8,0,0,200.26,0,15.51,0,54.56,0,0,0,0,0,0,0,0
 14-21,0,0,3.76,22.17,155.36,30.91,0,105.47,0,0,0,43.33,15.21,10.87,10.77,0,6.05,0,0,0,0,175.93,0,0,74.19,1187.88,27.4,3.53,24.07,4.54,0,91.25,35.04,23.62,3.04,66.05,325.45,0,0,15.91,0,0
 24-34,0,0,0,13.06,44.92,6.89,0,192.88,0,4.07,0.62,81.07,4.23,4.61,23.15,2.06,8.19,0,1.99,11.44,20.66,176.06,1.17,0,75.65,2323.11,11.1,12.82,12.77,1,3.21,155.67,0.95,10.83,7,13.9,629.37,0,0,75.63,0,0
 36-46,0,0,0,0,20.3,2.43,0,351.3,0.61,3.2,1.88,161.39,2.85,0,12.27,4.14,1.4,3.27,0.99,0,37.38,145.32,1.52,8.89,29.51,1537.66,0,20.46,14.02,0,0,130.46,0,9.26,2.98,2.35,521.11,0,0,44.39,0,12.16
 48-58,0,0,0,0,5.5,0,0,566.07,4.12,8.48,4.52,281.75,1.46,4.07,5.35,3.24,2.43,0.63,1.96,4.07,20.38,150.59,3.87,6.56,30.19,802.49,7.75,11.56,9.06,0,0.46,76.61,0,3.43,6.5,0,295.18,0,1.01,31.43,0,13.7
 60-70,0,0,3.47,0,28.04,0,0,745.44,3.09,3.02,4.05,249.78,10.19,5.39,4.36,10.48,4.26,0.98,0,1.18,12.16,143.46,0,13.42,11.63,322,2.69,11.47,5.9,0,0.82,86.47,0,9.13,1.53,0,91.37,0,2.73,9.24,1.13,0
 72-82,0,0,3.01,0,16.62,6.38,0,491.55,1.41,6.56,0.58,222.24,12.96,2.72,8.17,9.97,1.92,11.24,10.76,8.99,1.31,208.39,3.62,28.47,20.37,249.13,5.54,8.31,30.74,0,7.88,65.27,0,7,0.5,0,45.92,1.32,5.83,47.49,6.67,6.45
 84-94,0,0,5.12,1.01,23.22,5.75,3.14,471.98,0,17.31,4.46,183.03,18.86,0,5.03,7.74,12.32,3.55,1.62,6.45,3.49,194.58,11.12,50.43,13.7,251.38,4.94,7.41,28.1,0,12.57,160.97,0,17.95,10.11,0,47.61,7.41,2.97,16.95,5.84,11.56
 96-106,0,0,1.14,0,30.54,19.96,0.71,349.97,0,8.38,3.84,237.2,29.61,0,7.47,9.1,7.87,6.28,6.5,6,0,181.02,5.1,24.91,4.74,239.25,3.72,10.7,26.48,0,8.22,183.29,0,4.95,0,0,35.42,4.43,4.89,18.97,6.3,0
108-118,0,0,0,1.09,39.35,6.96,10.74,287.72,1.2,8.56,1.45,217.16,38.6,0,0.93,11.7,4.12,9.01,2.29,19.41,6.03,157.77,6.45,37.89,11.7,265.57,2.95,13.84,42.3,0,2.88,176.34,0,7.69,1.45,0,25.89,3.07,11.67,18.09,5.02,6.69
120,0,0,0,0,73.54,14.61,3.33,325.01,1.14,7.72,0,220.17,27.06,0,7.05,14.35,8.48,3.92,3.23,0,0,135.08,1.04,42.44,17.78,273.52,3.57,16.16,20.9,0,4.48,133.1,0,9.19,0,0,25.58,3.8,0,43.14,0,0
