stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,43.81,350.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,14.58,315.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.27,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.01,8.22,0,76.48,0,0,0,12.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.36,30.43,0,0,79.59,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.11,0,81.11,0,0,0,54.95,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,314.31,12.66,0,0,63,0,6.84,0,0,8.91,0,0,0,0,0,0,0
 14-21,0,0,0,1.85,28.97,3.34,0,2,0,0,0,3.03,1.03,0,5.77,0,14.82,0,0,107.14,0,5.43,0.95,0,4.18,33.87,17.54,0,1.05,2.24,0,14.54,1.4,2.62,1.71,3.03,23.39,0,0,0,0,7.04
 24-34,0,0,0,0,3.55,0.81,0,14.59,0,1.48,0,1.66,0,0,9.45,0,28.47,0,0,53.06,0.6,14.96,3.49,0,7.34,132.76,0.74,1.33,1.33,0,0,27.73,0,0,0,3.6,37.68,0,0,13.71,0,30.38
 36-46,0,0,0,0,0.74,0,0,69.46,0,0,0,15.14,0,0,1.67,1.38,6.26,0.56,1,20.58,0,15.21,0.77,0,4.07,137.17,3.29,2.42,0.61,0,0,18.65,0,0,0,0,26.34,0,0,1.94,0,26.5
 48-58,0,0,0,0,7.35,1.25,0,163.67,0,0,0.67,37.58,0,7.3,1.09,0,2.62,0,0,0,0,35.1,0.64,1.17,4.93,92.36,12.07,1.2,0,0,0,26.53,0,0,0,0,28.74,0,0.51,7.81,0,1.6
 60-70,0,0,0,0,4.39,4.09,0,265.02,0,0,2.31,42,2.2,0,1.83,18.45,5.88,0,1.02,1.41,2.31,67.22,1.14,1.74,3.79,101.09,1.01,0.62,0,0,0,45.08,0,0,0,0,20.82,0,1.84,7.32,0,8.8
 72-82,0,0,1.55,0,5.14,38.68,0,353.43,0,1.36,7.46,55.58,2.6,0,1.12,1.29,3.81,0,1,4.45,0,97.09,4.84,1.43,10.05,72.85,0.66,6.87,5.21,0,5.75,48.07,0,0,0,0,12.55,3.82,3.07,8.28,0,6.3
 84-94,0,0,0,0,21.9,51.77,0,214.41,0,5.89,0.75,31.85,9.38,0.99,0,14.43,2.74,1.79,0.81,0.61,0,85.76,1.53,0.95,8.59,68.52,2.04,10.66,1.69,0,0.79,111.43,0,0,1.21,0,21.23,3.37,0.9,17.04,4.02,2.11
 96-106,0,0,0,1.03,26.46,86.55,0.84,213.43,0.87,5.5,3.91,110.65,22.82,1.06,2.41,9.67,2.35,2.55,4.35,0,0,122.75,4.91,1.9,10.15,68.32,0.77,7.72,3.67,0,0,93.8,0,0,0,0,14.23,5.42,4.02,14.91,0,1.4
108-118,0,0,0,0,22.72,35.49,0.48,190.19,0,1.37,0.8,46.72,13.87,0,1.3,21.19,9.26,0.87,5.61,5.97,0,108.71,1.29,7.09,10.69,96.76,2.77,10.28,7.05,0,2.15,56.13,0,0,1.41,0,6,9.48,6.1,33.16,1.31,6.14
120,0,0,0,0,59.09,32.59,0,149.87,0,1.77,1.04,76.1,24.8,0,0,27.99,12.41,0,1.15,0,0,126.21,15.77,2.22,33.3,114.48,0,4.82,2.68,0,2.03,51.03,0,0,1.94,0,2.39,10.95,1.32,20.21,3.79,0
