stage,exocrine.pancreas,eye,glial,mesenchyme,neural,olfactory,presomitic.mesoderm
 14-21,0,0,0,0,0,0,0.82
 24-34,0,0,0,0,0.82,0,0
 48-58,0,1.43,0,0.8,9.08,0,0
 60-70,0,0,0,0,2.84,0,0
 72-82,0,0,0,1.06,1.19,0.67,0
 84-94,0,0,0,0,2.51,0,0
 96-106,1.07,0,0,0,0,0,0
108-118,0,0,0.47,1.98,4.16,0,0
120,0,0,0,0,7.45,0,0
