stage,axial,blastomeres,eye,gut,hatching.gland,neural,notochord,olfactory,paraxial.mesoderm
  3-4,0,333.26,0,0,0,0,0,0,0
  5-6,0,201.01,0,0,0,0,0,0,0
  7-9,32.11,0,12.85,0,9.82,57.63,12.01,0,97.49
 10-12,0,0,7.54,0,0,15.55,0,0,10.85
 14-21,0,0,0,0,0,1.01,0,0,0
 36-46,0,0,0,0,0,1.91,0,0,0
 48-58,0,0,0,0,0,0.46,0,0.98,0
 72-82,0,0,3.25,0,0,0,0,0,0
108-118,0,0,0,0.44,0,5.07,0,0,0
