stage,epidermis,eye,fast.muscle,glial,gut,ionocyte,mesenchyme,mural.cell,neural,periderm,spinal.cord
 14-21,0.83,0,0,0,0,0,0.9,0,1.81,0,0
 24-34,0,0,0,0,0,0,0,0,4.55,0,1.48
 36-46,0.88,0.62,0,0,0,1.57,0,0,2.73,0,0
 48-58,0,0.8,0,0,0,0,0.55,0,3.25,0,0
 60-70,0,0,0,0,0,0,0,2.9,2.17,0,0
 72-82,0,0,0,0.68,0,0,0,0,1.41,0,0
 84-94,0,2.02,0,0,0,0,0,0,1.59,0,0
 96-106,0,2.03,0,0.87,0.56,0,0,0,3.98,0,0
108-118,0,1.47,0.46,0,0,0.46,0,0,3.83,1.09,0
120,0,0,0,0,0,0,0,0,3.68,0,0
