stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,10.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.73,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.24,5.42,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,11.56,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.03,0,0,0,10.73,0,7.35,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,37.46,2.26,0,1.42,0,0.95,0,0,4.09,0,0,0,6.34,0,0,0,0,0,0,0,7.07,34.91,0,0,0,0,0,40.87,0,2.81,0.89,1.5,6.24,28.23,0,0,0,0,0
 24-34,0,0,0,22.97,3.21,0,10.65,0,6.79,1.39,5.43,0.82,2.59,1.22,0.59,15.42,0,2.27,0.67,0.62,31.49,5.17,0,6.63,119.45,9.53,3.34,2.29,0,0,66.12,0,0,1.56,1.1,0.62,113.24,0,0,14.69,0,0
 36-46,0,0,0,10.19,0,0,19.55,0,4.64,1.61,6.72,0.56,0,0,0.98,33.13,0,1.76,0.59,2.47,32.37,1.5,1.14,4.15,120.68,2.89,8.64,0,0,0,49.25,0,0,0.82,0,0,88.91,0,0,3.35,0,1.77
 48-58,0,0,0.43,18.2,2.95,0,22.34,0.58,4.78,1.21,19.17,0.98,0.37,2.5,1.81,6.53,0,0.87,0,0.54,42.94,3.8,1.09,5.65,140.04,0.75,3.71,6.31,0,0,37.52,0,0,0,1.3,0,48.18,0,0,8.42,0,17.29
 60-70,0,0,0,18.24,0,0,30.04,0,8.65,3.06,5.67,0.64,1.21,0,10.24,8.16,0,0.73,9.64,0,46.6,1.09,1.7,4.87,116.37,0,7.12,7.95,0,0,20.78,0,0,0.68,0,0,30.77,0.77,0,9.64,0,1.45
 72-82,0,0.98,0,12.63,84.25,0,35.96,2.24,7.37,2.17,28.61,4.79,0,3.09,11.72,2.14,0,3.94,0,0,67.04,8.3,3.99,5.07,209.37,0,8.97,3.17,0,0,11.66,0,0,0,0,0,48.2,2.32,2.34,25.32,2.69,4.1
 84-94,0,1.42,0,28.15,43.98,0,39.05,0,19.43,0,13.8,8.7,0,0,27.64,10.33,0,5.66,0,1.68,79.42,9.67,0.76,3.67,127.41,9.4,6.72,9.85,0,1.66,58,0,0,0,0,0,13.55,3.1,1.04,19.61,4.57,6.08
 96-106,0,1.19,0,27.97,126.5,0,52.36,0,1.47,2.05,18.08,7.82,0,3.01,17.9,2.45,1.3,3.42,0,2.33,75.25,8.78,1.86,2.12,133.06,2.15,17.23,7.43,0,0,27.75,2.06,0,0,0,0,9.93,13.62,2.06,28.52,4.54,1.42
108-118,0,2.34,0,55.42,49.39,1.33,28.46,0,15.22,2.23,14.74,11.39,0,3.63,35.96,25.04,3.71,4.05,0.65,11.26,74.37,6.15,2.36,2.46,140.57,3.83,13.06,3.37,0,2.37,22.02,0,0,0,1.95,0,7.02,6.33,2.42,16.95,2.26,1.98
120,0,2.52,0,61,68.44,0,56.58,0,12.26,16.69,54.28,4.56,0,0,29.07,8.48,1.91,3.66,0,7.72,73.06,0,7.79,7.09,299.29,24.11,22.38,11.87,0,0,69.82,0,0,0,0,0,18.19,16.69,0,25.12,4.52,0
