stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.01,163.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.71,211.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.38,0,0,9.44,0,0,0,18.68,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,128.58,8.78,0,0,16.26,0,5.15,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.57,0,50.17,0,0,0,14.61,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0,0,0,0,254.2,31.42,0,0,157.36,0,0,0,18.53,0,3.87,0,0,0,0,0,0
 14-21,0,0,0,8.06,32.53,7.54,0,7.08,0,1,0,6.28,0,6.24,1.74,0,4.19,0,0,58.65,7.29,15.48,0.95,0,8.32,86.69,28.58,0,0.98,2.7,4.32,5.91,12.71,0,5.7,20.01,44.95,0,0,11.03,0,7.26
 24-34,0,0,1.41,0.79,13.14,0,0,14.55,0,0,0,2.02,0,0,1.12,12.91,7.69,0,0,16.5,70.13,18,0.96,0,11.48,89.6,5.59,0.62,2.71,0,8.25,0,0,0,0.88,3.81,22.5,0,0,48.67,0,20.23
 36-46,0,0,0,0,0,0,0,5.33,0,0,0,5.35,0,0,1.39,4.45,0.68,0.71,0,10.06,76.7,12.22,0.77,0,7.04,73.7,1.22,0.64,0.57,0,22.05,0,0,7.72,0,0,22.93,0,0,4.11,0,8.64
 48-58,0,0,0,0,0.45,0,0,15.28,0,0,5.27,3.86,0.58,0.42,0,5.64,0.44,3.03,0,0.82,41.74,26.69,2.26,1.4,8.97,66.12,0,0,7.35,0,12.47,0,0,0,0,0,24.29,0,0,10.52,0,21.54
 60-70,0,0,0,0,1.97,0.71,0,33.16,0,4.86,4.06,7.88,0.62,2.4,0,8.28,8.43,2.08,1.22,0,14.36,32.44,2.57,0.67,3.26,97.33,0,0.88,0,0,21.76,0,0,0,0,0,7.56,0,0,5.71,0,8.43
 72-82,0,0,0.78,0,8.66,0,0,28.7,0,1.99,4.2,24.24,2.55,0.5,0,6.03,1.91,8.02,0.53,0.74,2.09,47.67,1.79,1.18,1.76,56.59,0,2.07,1.32,0,6.71,0,0,0,0,0,4.6,0,0,5.15,0,4.02
 84-94,0,0,0,0,4.06,1.66,0,17.83,0,2.82,1.18,8.36,0.96,1.23,0,21.35,2.48,1.37,1.2,6.08,13.7,54.59,2.43,5.02,0.74,60.6,1.85,0,5.16,0,33.06,0,0,0.64,0,0,12.71,0,0,14.19,0.78,0
 96-106,0,0,0,0,6.21,1.94,0.77,22.95,0,0.9,0.82,8.34,3.34,0,0.68,17.97,0,2.67,0,17.02,4.23,48.41,3.88,4.06,6.11,63.16,0.57,3.3,2.28,0,45.34,0,0,0,0,0,0.6,0.82,0,11.32,2.17,6.2
108-118,0,0,0,0,8.1,0.83,5.53,34.55,0.54,3.28,0,21.62,6.93,0,0.51,12.04,1.92,0,0,0.88,5.86,38.52,0.96,1.4,2.75,57.06,0.71,0,0,0,20.7,0,0,0,0,0,0.93,0.6,0.82,7.4,0,0
120,0,0,9.18,0,15.4,0,0,7.93,2.34,1.03,3.18,8.04,3.18,0,0,39.9,0,1.59,0,0,0,79.7,0,4.76,1.25,88.54,0,0,0,0,26.15,0,0,0,0,0,2.03,0,0,8.54,0,0
