stage,muscle,neural,periderm
 14-21,1,0.81,0
 36-46,0,1.41,0
 48-58,0,3.47,0
 60-70,0,6.55,3.03
 72-82,0,1.46,0
 84-94,0,0,3.54
 96-106,0,0,9.92
108-118,0,0,5.72
120,0,0,1.05
