stage,blastomeres,endoderm,glial,lateral.line,mesenchyme,neural,otic
  3-4,11.21,0,0,0,0,0,0
  5-6,6.5,0,0,0,0,0,0
  7-9,0,0,0,0,0,27.35,0
 10-12,0,5.6,0,0,0,17.99,0
 24-34,0,0,0,0,0,1.18,0
 48-58,0,0,0,0,0.54,0,0
 60-70,0,0,0,0,0,0,3.17
 72-82,0,0,5.89,0,0,0.99,0
 84-94,0,0,0,1.82,0,0,2.94
 96-106,0,0,0,0,0,0,2.42
