stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching.gland,neural,notochord,paraxial.mesoderm,periderm,pgc,pronephros
  3-4,16.8,183.73,0,0,0,0,0,0,0,11.94,0,0
  5-6,14.47,186.97,0,0,0,0,15.86,0,0,0,0,0
  7-9,16.39,9.68,35.5,0,54.44,5.3,377.07,16.37,117.84,0,7.71,0
 10-12,0,45.13,16.56,47.08,29.99,0,561.1,0,208.47,0,0,47.81
