stage,blastomeres,endoderm,epidermis,eye,heart,iridophores,mesenchyme,neural,paraxial_mesoderm,periderm,slow_muscle,spinal_cord
  3-4,9.92,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.84,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,4.77,5.22,0,0,0
 14-21,0,1.1,0,0,0,0,0,0,0,6.36,0,0.81
 36-46,0,0,0,0,0,0,0,2.89,0,0,0,0
 48-58,0,0,3.59,0,0,0,0,2.1,0,0,0,2.75
 60-70,0,0,0,0,1.91,0,0.76,3.72,0,0,1.46,0
 72-82,0,0,0,0,0,0,0.59,8.92,0,0,0,0
108-118,0,0,0,0.43,0,1.61,0,1.88,0,0,0,0
