stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,194.12,4375.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.41,0,0,0,0,0,0,0,0,0,0
  5-6,196.92,2199.41,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,56.96,0,0,0,13.43,0,6.97,0,0,0,0,0,0,0,0,0,0
  7-9,33.32,16.59,0,35.23,0,0,0,114.15,0,0,0,0,0,39.58,0,0,0,0,0,0,0,0,0,0,0,813.05,74.32,0,0,225.28,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.78,0,55.65,0,4.44,0,71.99,0,0,0,0,0,26.85,0,0,0,0,0,0,0,0,0,0,0,1102.52,43.61,0,0,408.35,0,4.05,4.43,60.64,0,12.43,0,0,0,0,0,0
 14-21,0,0,3.07,2.26,23.8,10.09,0,8.69,0,0.87,0,7.8,0,0,6.38,0,0,0,0,0,0,14.6,0,0,7.11,189,3.8,5.89,2.16,4.55,0,3.51,19.63,0,0,16.38,73.74,0,0,1.06,0,0
 24-34,0,0,0.71,0,6.98,0.69,0,32,0,1,0.74,7.37,0,0,4.97,0,0,0,1.49,0,0,16.52,5.25,0,7.79,582.76,0,19.01,12.65,0,0,16.82,0,4.11,3.03,0.82,124.97,0,0,17.48,0,5.42
 36-46,0,0,0,0.84,7.36,0,0,74.45,3.79,0,0.57,13.63,1.41,0,0.71,0,0,0,1.52,0,0,39.2,0,1.94,11.53,1010.53,1.28,21.09,1.59,0,0,54.06,0,8.37,2.47,0,200.6,0,0,4.32,0,2.61
 48-58,0,0,0,0,3.22,0,0,245.56,1.57,0.51,2.73,43.76,0,0.49,0.93,0,7.12,13.67,0.66,1.49,0.54,59.23,1.09,0,7.81,1061.77,0.38,12.76,2.83,0,0,18.11,0,0,2.92,0,209.67,0,0.37,16,0,1.32
 60-70,0,0,0.65,0,21.56,0,0,406.18,5.15,0.9,0,26.57,0,0,0.71,1.33,2.41,3.27,2.48,0,4.79,72.94,0,0,9.4,977.01,0,3.66,5.64,0.81,0,36.41,0,1.9,1.57,0,106.62,0.61,0.67,3.52,0.81,13.86
 72-82,0,0,1.06,0,12.69,28.36,1.86,343.06,4.15,3.23,1.15,36.81,2.03,0,0,1.63,1.54,0,3.39,1.49,11.15,75.61,0,6.26,17.04,685.5,0,8.96,8.85,0,0,47.73,0,1.37,1.07,0,45.4,1.42,1.34,13.85,0.53,12.57
 84-94,0,0,1.46,0,17.01,6.16,0,198.36,2.3,4.51,1.94,18.04,8.54,0,2.55,7.05,6.25,4.47,4.12,1.69,1.13,69.19,0,0.84,3.74,434.51,1.54,15.67,2.56,0,0,107.03,0,0,4.67,0,29.37,0.78,1.11,9.26,0.68,0.59
 96-106,0,0,0.63,0,25.66,26.82,1.07,199.71,1.74,0,2.63,31.78,4.46,0,0,7.91,2.23,2.14,1.73,1.25,2.04,64.73,0.69,0,4.12,310.59,2.04,9.19,3.11,0,0,85.9,0,0.7,12.36,0,20.35,3.4,3.72,18.12,2.52,0
108-118,0,0,0,0,16.68,10.05,1.4,188.87,3.62,2.51,6,20.19,7.19,0,0,8.85,2.05,7.2,0.44,1.46,12.84,37.14,0,4.42,0,361.82,0,6.59,5.34,0,10.52,49.28,0,0.48,0.6,0,0,8.22,4.62,17.38,2.12,3.45
120,0,0,0,0,14.49,1.42,16.03,134.44,0,9.56,0,33.3,2.34,0,0,19.83,0,0,3.84,0,0,55.43,0,0,1.82,500.73,0,2.8,3.45,0,4.59,50.04,0,1.83,1.64,0,30.05,1.81,0,30.4,0,0
