stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,435.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.94,0,0,0,0,0,0,0,0,0,0,0
  5-6,37.51,473.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.13,24.5,0,5.08,0,0,0,39.14,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,218.46,20.13,0,0,73.25,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,30.38,0,78.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.87,17.33,0,0,93.48,0,0,0,0,19.23,0,0,0,0,0,0,0,0
 14-21,0,0,0,12.06,56.27,8.44,0,12.45,0,0,13.03,4.55,2.24,0,0,0,0,0,0,0,32.45,0,0,18.14,219.19,6.18,5.08,2.07,3.99,0,1.79,0.99,11.47,6.23,0,12.32,133.4,0,0,1.89,0,0.84
 24-34,0,0,1.46,3.98,17.74,0.62,0,27.59,0.62,0.69,33.63,5.04,0.74,0,0,0,0,2.1,0.77,5.76,41.08,0,0,10.42,287.18,3.47,28.26,9.15,0,0,0,0,2.62,21.77,2.22,4.82,74.41,0,0,5.82,0,0.7
 36-46,0,0,0,0.56,0.62,0,0,43.11,0,0,34.57,0,0,0,0,0,0,0.61,1.15,22.65,38.13,0,0,6.3,168.72,0,13.28,8.88,0,0,0,0,0,2.61,0,0,52.9,0,0,4.09,0,3.35
 48-58,0,0,0.44,0,0.84,0,0,88.57,0.88,1.23,38.57,0,0,0,0.55,0,0,3.01,0,16.6,65.78,0,2.35,5.74,85.38,6.82,10.12,0.82,0,0,0,0,0,0,0,0,41.9,0,0,1.36,0,5.08
 60-70,0,0,0,0,8.05,0,0,119.76,3.59,0,27.95,0.62,0,0,0,0,0,0,0,9.15,61.89,1.53,9.6,7.54,59.4,0,11.17,4.36,0,0,0,0,1.38,1.51,0,0,12.4,0,5.4,0,0,0
 72-82,0,0,1.86,0,0,6.87,0,69.18,0,0,41.41,3.41,0,0,0,0,0.83,4.21,0,18.56,88.85,0,0.57,3.59,66.3,0,14.98,13.75,0,0,0,0,0,0.75,0,0,11.03,1.42,2.68,1.99,1.78,11.2
 84-94,0,0,5.52,0,8.17,0,0,104.2,4.79,0.8,52.54,5.8,0,1.52,7.62,1.23,17.4,2.65,0,4.84,106.42,0,5.13,5.04,42.08,0,20.31,14.62,0,0,0,0,0,1.64,0,0,21.57,3.23,1.08,3.75,5.36,14.48
 96-106,0,0,1.05,0,8.09,0,0.74,91.52,0.57,1.85,36.3,1.57,0,2.49,6.47,0.66,2.79,1.91,0,8.79,66.32,0,8,3.71,42.59,0,34.73,20.43,0,3.32,6.32,0,0,0,0,0,17.01,0,1.15,0.98,0,0
108-118,0,0,0.76,0,6.16,0,0,45.9,8.69,0.53,29.41,6.17,0,0,0,0.74,5.59,2.93,0,9.53,68.01,0.53,0.94,3.41,46.83,1.64,18.42,26.3,0,0,2.74,0,0,2.13,0,0,3.04,0.67,1.82,0.45,1.57,0.82
120,0,0,0,0,8.52,0,0,65.06,2.91,2.41,47.41,0,0,0,13.51,0,18.25,3.66,7.54,11.15,57.99,0,9.62,14.32,27.93,0,18.67,15.42,0,0,1.54,0,0,9.78,0,0,5.95,0,0,0,0,0
