stage,epidermis,eye,mesenchyme,neural,olfactory
 36-46,0,0,0,0,3.19
 48-58,0,0,0,0,8.26
 60-70,0,0,1.16,0,0
 72-82,0,0,0,0,49.91
 84-94,0,0,0,0.55,16.72
 96-106,0,2.49,0,0,14.19
108-118,1.99,8.14,0,0,6.94
